StoreSaleID,BranchID,ProductID,SaleDate,Quantity,Revenue
400151,B00087,PR0023,2026-03-16,6,450.0
400152,B00384,PR0017,2026-10-09,10,200.0
400153,B00279,PR0022,2026-04-09,7,1260.0
400154,B00217,PR0018,2026-01-05,9,270.0
400155,B00155,PR0017,2026-05-05,6,120.0
400156,B00355,PR0017,2026-05-20,5,100.0
400157,B00419,PR0027,2026-08-07,9,225.0
400158,B00166,PR0020,2026-10-16,2,30.0
400159,B00193,PR0027,2026-09-23,4,100.0
400160,B00410,PR0020,2026-11-03,6,90.0
400161,B00231,PR0023,2026-04-02,8,600.0
400162,B00409,PR0027,2026-08-05,8,200.0
400163,B00046,PR0026,2026-04-08,2,240.0
400164,B00216,PR0019,2026-09-12,4,100.0
400165,B00212,PR0018,2026-06-10,1,30.0
400166,B00358,PR0013,2026-05-22,9,90.0
400167,B00167,PR0024,2026-01-04,10,950.0
400168,B00159,PR0023,2026-03-10,2,150.0
400169,B00341,PR0026,2026-07-02,8,960.0
400170,B00102,PR0027,2026-11-12,5,125.0
400171,B00281,PR0027,2026-07-30,8,200.0
400172,B00356,PR0021,2026-03-14,5,200.0
400173,B00304,PR0026,2026-06-28,5,600.0
400174,B00052,PR0021,2026-10-22,6,240.0
400175,B00252,PR0026,2026-08-09,1,120.0
400176,B00112,PR0024,2026-05-04,2,190.0
400177,B00300,PR0017,2026-01-19,10,200.0
400178,B00069,PR0021,2026-06-16,10,400.0
400179,B00032,PR0027,2026-01-29,3,75.0
400180,B00213,PR0022,2026-12-02,10,1800.0
400181,B00209,PR0017,2026-02-03,9,180.0
400182,B00334,PR0027,2026-07-07,2,50.0
400183,B00026,PR0027,2026-05-21,3,75.0
400184,B00160,PR0026,2026-12-06,10,1200.0
400185,B00424,PR0027,2026-08-01,2,50.0
400186,B00128,PR0019,2026-02-10,2,50.0
400187,B00232,PR0023,2026-01-25,10,750.0
400188,B00382,PR0013,2026-03-02,8,80.0
400189,B00013,PR0024,2026-05-21,7,665.0
400190,B00379,PR0023,2026-08-07,2,150.0
400191,B00018,PR0013,2026-01-14,5,50.0
400192,B00383,PR0024,2026-11-12,4,380.0
400193,B00052,PR0021,2026-12-15,10,400.0
400194,B00242,PR0017,2026-08-13,10,200.0
400195,B00167,PR0027,2026-08-01,9,225.0
400196,B00299,PR0022,2026-12-29,9,1620.0
400197,B00433,PR0023,2026-07-31,6,450.0
400198,B00097,PR0021,2026-03-20,8,320.0
400199,B00261,PR0017,2026-09-29,1,20.0
400200,B00251,PR0013,2026-08-09,3,30.0
400201,B00260,PR0018,2026-08-16,9,270.0
400202,B00132,PR0025,2026-08-12,8,1592.0
400203,B00076,PR0022,2026-06-05,9,1620.0
400204,B00366,PR0020,2026-01-08,8,120.0
400205,B00335,PR0022,2026-11-07,10,1800.0
400206,B00126,PR0025,2026-01-30,8,1592.0
400207,B00414,PR0014,2026-11-10,1,25.0
400208,B00203,PR0017,2026-07-01,4,80.0
400209,B00089,PR0022,2026-08-23,6,1080.0
400210,B00377,PR0014,2026-08-31,8,200.0
400211,B00271,PR0022,2026-12-03,7,1260.0
400212,B00026,PR0025,2026-09-11,10,1990.0
400213,B00409,PR0018,2026-03-14,10,300.0
400214,B00384,PR0023,2026-08-01,7,525.0
400215,B00043,PR0023,2026-08-06,3,225.0
400216,B00082,PR0027,2026-01-21,5,125.0
400217,B00051,PR0025,2026-11-19,3,597.0
400218,B00046,PR0014,2026-08-17,10,250.0
400219,B00224,PR0021,2026-01-27,2,80.0
400220,B00154,PR0018,2026-08-16,3,90.0
400221,B00352,PR0027,2026-08-09,4,100.0
400222,B00044,PR0014,2026-01-22,1,25.0
400223,B00238,PR0024,2026-04-28,7,665.0
400224,B00159,PR0020,2026-04-27,10,150.0
400225,B00158,PR0020,2026-08-15,7,105.0
400226,B00169,PR0018,2026-05-30,3,90.0
400227,B00042,PR0024,2026-09-15,9,855.0
400228,B00065,PR0019,2026-08-13,5,125.0
400229,B00432,PR0013,2026-02-01,3,30.0
400230,B00215,PR0023,2026-09-18,8,600.0
400231,B00029,PR0019,2026-04-09,1,25.0
400232,B00034,PR0020,2026-08-30,5,75.0
400233,B00132,PR0024,2026-10-25,4,380.0
400234,B00383,PR0023,2026-11-12,4,300.0
400235,B00193,PR0023,2026-04-19,6,450.0
400236,B00280,PR0025,2026-08-12,5,995.0
400237,B00351,PR0027,2026-09-29,2,50.0
400238,B00425,PR0024,2026-05-31,6,570.0
400239,B00006,PR0024,2026-12-02,7,665.0
400240,B00051,PR0022,2026-10-12,10,1800.0
400241,B00226,PR0017,2026-10-17,7,140.0
400242,B00129,PR0023,2026-01-04,3,225.0
400243,B00255,PR0019,2026-07-13,3,75.0
400244,B00210,PR0027,2026-09-09,9,225.0
400245,B00237,PR0026,2026-01-10,8,960.0
400246,B00009,PR0013,2026-05-06,6,60.0
400247,B00250,PR0026,2026-05-03,6,720.0
400248,B00093,PR0026,2026-05-14,9,1080.0
400249,B00312,PR0025,2026-12-20,1,199.0
400250,B00155,PR0019,2026-09-19,5,125.0
400251,B00125,PR0018,2026-07-03,3,90.0
400252,B00062,PR0023,2026-05-24,1,75.0
400253,B00062,PR0020,2026-10-07,4,60.0
400254,B00139,PR0023,2026-04-29,2,150.0
400255,B00023,PR0024,2026-05-26,2,190.0
400256,B00080,PR0025,2026-11-30,8,1592.0
400257,B00225,PR0025,2026-05-15,5,995.0
400258,B00009,PR0018,2026-02-14,8,240.0
400259,B00234,PR0027,2026-08-31,2,50.0
400260,B00299,PR0014,2026-10-11,6,150.0
400261,B00334,PR0020,2026-10-15,6,90.0
400262,B00258,PR0024,2026-10-09,6,570.0
400263,B00119,PR0017,2026-03-25,5,100.0
400264,B00316,PR0013,2026-03-29,6,60.0
400265,B00087,PR0014,2026-10-28,10,250.0
400266,B00086,PR0013,2026-01-02,2,20.0
400267,B00272,PR0024,2026-12-16,5,475.0
400268,B00033,PR0027,2026-12-16,4,100.0
400269,B00271,PR0025,2026-08-05,10,1990.0
400270,B00035,PR0013,2026-08-29,1,10.0
400271,B00215,PR0025,2026-01-31,6,1194.0
400272,B00413,PR0026,2026-12-10,9,1080.0
400273,B00224,PR0022,2026-12-12,6,1080.0
400274,B00093,PR0020,2026-03-18,3,45.0
400275,B00149,PR0024,2026-04-05,8,760.0
400276,B00123,PR0023,2026-08-27,3,225.0
400277,B00001,PR0024,2026-08-10,5,475.0
400278,B00126,PR0025,2026-09-11,10,1990.0
400279,B00428,PR0022,2026-11-12,10,1800.0
400280,B00036,PR0018,2026-11-12,7,210.0
400281,B00196,PR0024,2026-05-05,2,190.0
400282,B00387,PR0017,2026-06-17,7,140.0
400283,B00151,PR0024,2026-04-17,6,570.0
400284,B00408,PR0027,2026-06-08,10,250.0
400285,B00225,PR0014,2026-12-22,4,100.0
400286,B00034,PR0020,2026-06-11,9,135.0
400287,B00032,PR0019,2026-08-07,9,225.0
400288,B00365,PR0022,2026-06-24,9,1620.0
400289,B00307,PR0027,2026-06-08,5,125.0
400290,B00246,PR0022,2026-12-08,5,900.0
400291,B00202,PR0026,2026-06-11,1,120.0
400292,B00350,PR0021,2026-07-25,7,280.0
400293,B00046,PR0013,2026-03-16,7,70.0
400294,B00426,PR0022,2026-04-01,6,1080.0
400295,B00110,PR0018,2026-03-07,8,240.0
400296,B00108,PR0019,2026-01-15,5,125.0
400297,B00046,PR0023,2026-01-10,7,525.0
400298,B00113,PR0017,2026-03-13,8,160.0
400299,B00337,PR0024,2026-06-08,6,570.0
400300,B00165,PR0022,2026-05-02,5,900.0
400301,B00022,PR0021,2026-08-09,3,120.0
400302,B00231,PR0025,2026-12-21,4,796.0
400303,B00326,PR0025,2026-10-26,9,1791.0
400304,B00057,PR0022,2026-12-08,10,1800.0
400305,B00255,PR0026,2026-07-09,2,240.0
400306,B00359,PR0021,2026-07-19,4,160.0
400307,B00414,PR0018,2026-12-30,3,90.0
400308,B00026,PR0020,2026-12-25,9,135.0
400309,B00177,PR0014,2026-11-12,7,175.0
400310,B00424,PR0019,2026-09-03,5,125.0
400311,B00223,PR0020,2026-04-18,3,45.0
400312,B00313,PR0024,2026-07-26,1,95.0
400313,B00354,PR0013,2026-09-12,7,70.0
400314,B00067,PR0014,2026-06-02,3,75.0
400315,B00419,PR0027,2026-05-27,9,225.0
400316,B00170,PR0024,2026-11-01,5,475.0
400317,B00002,PR0014,2026-09-27,8,200.0
400318,B00247,PR0025,2026-03-06,6,1194.0
400319,B00273,PR0024,2026-07-14,2,190.0
400320,B00416,PR0020,2026-01-22,10,150.0
400321,B00111,PR0019,2026-01-18,7,175.0
400322,B00093,PR0027,2026-02-23,8,200.0
400323,B00408,PR0013,2026-06-11,5,50.0
400324,B00251,PR0022,2026-11-27,8,1440.0
400325,B00178,PR0019,2026-07-04,2,50.0
400326,B00297,PR0018,2026-02-05,10,300.0
400327,B00105,PR0019,2026-07-20,4,100.0
400328,B00215,PR0024,2026-06-05,9,855.0
400329,B00140,PR0017,2026-04-09,4,80.0
400330,B00072,PR0022,2026-08-09,8,1440.0
400331,B00291,PR0026,2026-07-28,1,120.0
400332,B00159,PR0021,2026-08-03,4,160.0
400333,B00278,PR0023,2026-03-10,7,525.0
400334,B00265,PR0023,2026-03-18,10,750.0
400335,B00104,PR0022,2026-05-25,10,1800.0
400336,B00131,PR0020,2026-04-23,5,75.0
400337,B00097,PR0026,2026-06-26,4,480.0
400338,B00092,PR0018,2026-08-07,4,120.0
400339,B00280,PR0019,2026-07-18,8,200.0
400340,B00126,PR0025,2026-08-28,3,597.0
400341,B00158,PR0026,2026-10-05,2,240.0
400342,B00264,PR0024,2026-04-05,6,570.0
400343,B00323,PR0013,2026-12-12,7,70.0
400344,B00319,PR0014,2026-09-19,2,50.0
400345,B00168,PR0018,2026-08-23,4,120.0
400346,B00021,PR0017,2026-03-17,9,180.0
400347,B00072,PR0026,2026-06-24,6,720.0
400348,B00018,PR0020,2026-04-03,9,135.0
400349,B00226,PR0019,2026-02-11,9,225.0
400350,B00288,PR0017,2026-10-08,1,20.0
400351,B00178,PR0025,2026-04-05,5,995.0
400352,B00124,PR0013,2026-06-03,10,100.0
400353,B00286,PR0020,2026-05-27,7,105.0
400354,B00044,PR0025,2026-02-27,1,199.0
400355,B00125,PR0023,2026-01-24,8,600.0
400356,B00365,PR0021,2026-05-06,2,80.0
400357,B00001,PR0018,2026-04-15,7,210.0
400358,B00119,PR0018,2026-08-05,9,270.0
400359,B00025,PR0013,2026-08-01,2,20.0
400360,B00199,PR0017,2026-09-28,10,200.0
400361,B00221,PR0024,2026-04-18,8,760.0
400362,B00430,PR0021,2026-02-14,2,80.0
400363,B00315,PR0020,2026-06-29,7,105.0
400364,B00345,PR0013,2026-04-07,9,90.0
400365,B00270,PR0020,2026-07-18,7,105.0
400366,B00341,PR0022,2026-10-13,8,1440.0
400367,B00062,PR0024,2026-01-24,3,285.0
400368,B00196,PR0019,2026-05-24,6,150.0
400369,B00012,PR0023,2026-09-20,3,225.0
400370,B00408,PR0025,2026-08-15,7,1393.0
400371,B00217,PR0023,2026-08-02,3,225.0
400372,B00310,PR0018,2026-03-08,7,210.0
400373,B00360,PR0021,2026-11-18,2,80.0
400374,B00415,PR0026,2026-07-04,7,840.0
400375,B00092,PR0022,2026-05-26,4,720.0
400376,B00349,PR0021,2026-12-15,1,40.0
400377,B00100,PR0022,2026-02-01,7,1260.0
400378,B00254,PR0023,2026-02-27,10,750.0
400379,B00213,PR0023,2026-03-05,2,150.0
400380,B00428,PR0018,2026-02-05,3,90.0
400381,B00145,PR0014,2026-09-14,10,250.0
400382,B00245,PR0026,2026-10-07,2,240.0
400383,B00308,PR0026,2026-11-13,2,240.0
400384,B00375,PR0024,2026-07-12,5,475.0
400385,B00370,PR0023,2026-10-27,9,675.0
400386,B00365,PR0017,2026-06-13,4,80.0
400387,B00362,PR0027,2026-12-15,4,100.0
400388,B00146,PR0026,2026-03-26,10,1200.0
400389,B00225,PR0014,2026-08-02,10,250.0
400390,B00258,PR0019,2026-12-29,1,25.0
400391,B00244,PR0022,2026-04-22,4,720.0
400392,B00260,PR0014,2026-08-06,2,50.0
400393,B00113,PR0027,2026-05-15,10,250.0
400394,B00092,PR0019,2026-03-13,3,75.0
400395,B00149,PR0018,2026-03-23,5,150.0
400396,B00196,PR0027,2026-10-31,3,75.0
400397,B00051,PR0014,2026-05-10,3,75.0
400398,B00311,PR0024,2026-09-29,2,190.0
400399,B00432,PR0017,2026-01-05,9,180.0
400400,B00139,PR0017,2026-01-02,2,40.0
400401,B00387,PR0022,2026-07-16,4,720.0
400402,B00032,PR0024,2026-12-04,7,665.0
400403,B00061,PR0022,2026-06-04,6,1080.0
400404,B00364,PR0019,2026-05-19,3,75.0
400405,B00209,PR0014,2026-09-10,1,25.0
400406,B00430,PR0025,2026-04-14,7,1393.0
400407,B00020,PR0017,2026-02-09,4,80.0
400408,B00041,PR0021,2026-01-09,3,120.0
400409,B00354,PR0023,2026-05-28,1,75.0
400410,B00384,PR0020,2026-07-19,9,135.0
400411,B00367,PR0025,2026-05-16,3,597.0
400412,B00234,PR0013,2026-06-19,3,30.0
400413,B00040,PR0024,2026-06-21,3,285.0
400414,B00332,PR0019,2026-05-06,6,150.0
400415,B00319,PR0019,2026-09-04,5,125.0
400416,B00003,PR0020,2026-10-24,3,45.0
400417,B00335,PR0027,2026-04-14,2,50.0
400418,B00370,PR0027,2026-11-26,8,200.0
400419,B00243,PR0024,2026-12-05,1,95.0
400420,B00212,PR0026,2026-06-17,1,120.0
400421,B00055,PR0021,2026-01-14,7,280.0
400422,B00285,PR0020,2026-06-09,10,150.0
400423,B00170,PR0013,2026-04-09,9,90.0
400424,B00072,PR0026,2026-10-24,1,120.0
400425,B00216,PR0013,2026-05-30,1,10.0
400426,B00088,PR0021,2026-04-05,3,120.0
400427,B00256,PR0013,2026-12-14,9,90.0
400428,B00279,PR0023,2026-07-16,7,525.0
400429,B00019,PR0022,2026-01-16,4,720.0
400430,B00227,PR0017,2026-07-03,1,20.0
400431,B00125,PR0019,2026-05-09,3,75.0
400432,B00103,PR0022,2026-04-12,10,1800.0
400433,B00096,PR0019,2026-11-05,5,125.0
400434,B00143,PR0017,2026-07-24,3,60.0
400435,B00101,PR0025,2026-09-16,10,1990.0
400436,B00164,PR0017,2026-09-02,9,180.0
400437,B00170,PR0017,2026-08-31,2,40.0
400438,B00208,PR0021,2026-11-22,3,120.0
400439,B00345,PR0021,2026-03-26,6,240.0
400440,B00417,PR0023,2026-03-18,6,450.0
400441,B00046,PR0023,2026-09-02,2,150.0
400442,B00201,PR0026,2026-07-31,10,1200.0
400443,B00245,PR0022,2026-06-24,3,540.0
400444,B00078,PR0026,2026-11-21,2,240.0
400445,B00091,PR0013,2026-08-21,8,80.0
400446,B00038,PR0021,2026-03-28,8,320.0
400447,B00065,PR0025,2026-08-22,8,1592.0
400448,B00368,PR0018,2026-07-19,5,150.0
400449,B00005,PR0017,2026-09-14,5,100.0
400450,B00093,PR0014,2026-10-04,4,100.0
400451,B00098,PR0023,2026-02-26,10,750.0
400452,B00373,PR0024,2026-09-14,9,855.0
400453,B00328,PR0027,2026-08-27,8,200.0
400454,B00044,PR0027,2026-04-16,5,125.0
400455,B00238,PR0022,2026-11-26,7,1260.0
400456,B00057,PR0019,2026-11-30,8,200.0
400457,B00196,PR0017,2026-11-20,1,20.0
400458,B00236,PR0021,2026-08-25,8,320.0
400459,B00124,PR0025,2026-06-25,6,1194.0
400460,B00161,PR0014,2026-09-12,4,100.0
400461,B00277,PR0019,2026-10-27,5,125.0
400462,B00038,PR0018,2026-10-18,1,30.0
400463,B00002,PR0025,2026-01-18,6,1194.0
400464,B00217,PR0023,2026-12-22,8,600.0
400465,B00216,PR0017,2026-03-13,9,180.0
400466,B00196,PR0013,2026-12-19,7,70.0
400467,B00007,PR0026,2026-06-06,4,480.0
400468,B00417,PR0027,2026-09-21,10,250.0
400469,B00290,PR0024,2026-06-27,4,380.0
400470,B00217,PR0026,2026-06-06,9,1080.0
400471,B00355,PR0024,2026-07-05,4,380.0
400472,B00081,PR0022,2026-12-09,8,1440.0
400473,B00207,PR0024,2026-03-09,3,285.0
400474,B00375,PR0013,2026-12-29,6,60.0
400475,B00058,PR0018,2026-08-22,9,270.0
400476,B00005,PR0022,2026-05-02,1,180.0
400477,B00189,PR0019,2026-09-03,1,25.0
400478,B00270,PR0019,2026-11-03,6,150.0
400479,B00331,PR0024,2026-04-10,5,475.0
400480,B00116,PR0017,2026-06-08,9,180.0
400481,B00228,PR0026,2026-02-12,1,120.0
400482,B00312,PR0022,2026-04-10,6,1080.0
400483,B00379,PR0021,2026-11-23,7,280.0
400484,B00226,PR0020,2026-10-06,9,135.0
400485,B00330,PR0025,2026-05-04,6,1194.0
400486,B00136,PR0013,2026-08-11,6,60.0
400487,B00126,PR0027,2026-12-14,8,200.0
400488,B00004,PR0014,2026-08-31,7,175.0
400489,B00263,PR0023,2026-02-09,9,675.0
400490,B00218,PR0017,2026-01-17,2,40.0
400491,B00068,PR0020,2026-10-09,2,30.0
400492,B00085,PR0013,2026-08-11,6,60.0
400493,B00370,PR0014,2026-08-15,10,250.0
400494,B00228,PR0018,2026-08-24,3,90.0
400495,B00227,PR0024,2026-07-12,7,665.0
400496,B00286,PR0022,2026-08-25,7,1260.0
400497,B00386,PR0013,2026-08-06,6,60.0
400498,B00240,PR0013,2026-05-07,1,10.0
400499,B00430,PR0022,2026-06-16,10,1800.0
400500,B00339,PR0017,2026-02-03,5,100.0
400501,B00045,PR0025,2026-02-24,10,1990.0
400502,B00329,PR0021,2026-07-10,8,320.0
400503,B00283,PR0024,2026-03-16,3,285.0
400504,B00245,PR0025,2026-05-15,1,199.0
400505,B00356,PR0022,2026-09-30,1,180.0
400506,B00094,PR0026,2026-04-22,4,480.0
400507,B00200,PR0019,2026-05-18,5,125.0
400508,B00052,PR0021,2026-12-11,9,360.0
400509,B00103,PR0019,2026-09-12,8,200.0
400510,B00423,PR0014,2026-06-15,9,225.0
400511,B00361,PR0013,2026-01-06,5,50.0
400512,B00066,PR0027,2026-09-12,1,25.0
400513,B00298,PR0019,2026-12-10,6,150.0
400514,B00093,PR0024,2026-11-30,2,190.0
400515,B00254,PR0018,2026-03-01,7,210.0
400516,B00117,PR0025,2026-11-06,10,1990.0
400517,B00016,PR0025,2026-06-16,1,199.0
400518,B00173,PR0013,2026-01-15,2,20.0
400519,B00119,PR0027,2026-03-08,3,75.0
400520,B00091,PR0024,2026-01-09,1,95.0
400521,B00032,PR0019,2026-06-18,6,150.0
400522,B00265,PR0022,2026-08-04,9,1620.0
400523,B00192,PR0025,2026-01-21,9,1791.0
400524,B00211,PR0024,2026-11-28,8,760.0
400525,B00151,PR0020,2026-12-11,8,120.0
400526,B00289,PR0018,2026-07-12,3,90.0
400527,B00120,PR0022,2026-05-02,4,720.0
400528,B00123,PR0027,2026-03-31,1,25.0
400529,B00081,PR0023,2026-01-28,3,225.0
400530,B00422,PR0027,2026-08-18,4,100.0
400531,B00421,PR0022,2026-03-23,3,540.0
400532,B00274,PR0013,2026-08-06,4,40.0
400533,B00151,PR0018,2026-02-23,9,270.0
400534,B00150,PR0027,2026-08-18,1,25.0
400535,B00029,PR0024,2026-04-20,7,665.0
400536,B00168,PR0025,2026-11-18,1,199.0
400537,B00330,PR0022,2026-07-16,5,900.0
400538,B00047,PR0025,2026-04-23,3,597.0
400539,B00386,PR0020,2026-08-12,10,150.0
400540,B00216,PR0013,2026-04-15,9,90.0
400541,B00065,PR0026,2026-10-21,7,840.0
400542,B00027,PR0014,2026-04-03,1,25.0
400543,B00162,PR0014,2026-07-29,2,50.0
400544,B00379,PR0026,2026-04-02,3,360.0
400545,B00015,PR0027,2026-08-10,10,250.0
400546,B00093,PR0022,2026-09-22,2,360.0
400547,B00093,PR0021,2026-04-18,6,240.0
400548,B00118,PR0018,2026-06-09,5,150.0
400549,B00021,PR0022,2026-08-15,3,540.0
400550,B00080,PR0024,2026-10-25,9,855.0
400551,B00320,PR0017,2026-03-17,5,100.0
400552,B00143,PR0013,2026-03-10,9,90.0
400553,B00006,PR0023,2026-03-23,10,750.0
400554,B00196,PR0019,2026-06-14,4,100.0
