CafeSaleID,BranchID,ProductID,SaleDate,Quantity,Revenue
400050,B00161,PR0009,2026-11-25,1,48.06
400051,B00040,PR0015,2026-03-13,4,63.19
400052,B00210,PR0003,2026-05-19,5,295.18
400053,B00318,PR0010,2026-05-26,5,333.14
400054,B00332,PR0004,2026-11-21,2,80.9
400055,B00015,PR0005,2026-06-19,6,368.54
400056,B00036,PR0002,2026-09-22,4,236.54
400057,B00415,PR0016,2026-12-31,3,105.29
400058,B00196,PR0015,2026-11-29,3,46.74
400059,B00110,PR0004,2026-05-04,4,166.58
400060,B00262,PR0010,2026-09-24,5,332.85
400061,B00346,PR0008,2026-04-25,4,226.82
400062,B00061,PR0011,2026-09-01,2,122.58
400063,B00245,PR0011,2026-05-20,1,63.46
400064,B00186,PR0010,2026-11-14,5,333.0
400065,B00306,PR0009,2026-03-13,5,228.74
400066,B00028,PR0009,2026-05-29,4,187.44
400067,B00301,PR0001,2026-01-21,5,236.32
400068,B00384,PR0003,2026-02-20,5,275.11
400069,B00051,PR0004,2026-01-27,3,124.47
400070,B00012,PR0005,2026-06-27,6,379.43
400071,B00147,PR0010,2026-06-10,3,199.7
400072,B00246,PR0005,2026-08-16,2,126.82
400073,B00003,PR0001,2026-03-07,5,235.46
400074,B00130,PR0007,2026-09-09,1,58.89
400075,B00274,PR0003,2026-06-16,3,173.67
400076,B00292,PR0009,2026-02-13,6,274.82
400077,B00410,PR0003,2026-08-28,4,235.75
400078,B00054,PR0016,2026-11-16,1,36.72
400079,B00411,PR0003,2026-05-14,4,233.15
400080,B00175,PR0004,2026-01-12,6,255.08
400081,B00104,PR0008,2026-10-23,5,289.68
400082,B00138,PR0016,2026-07-16,2,70.77
400083,B00190,PR0016,2026-07-26,5,182.46
400084,B00239,PR0010,2026-09-21,3,204.32
400085,B00134,PR0006,2026-03-03,2,72.22
400086,B00363,PR0005,2026-07-29,6,379.58
400087,B00313,PR0007,2026-06-28,4,221.36
400088,B00199,PR0016,2026-07-15,4,145.28
400089,B00106,PR0004,2026-05-08,2,82.05
400090,B00065,PR0010,2026-05-15,3,207.36
400091,B00043,PR0010,2026-06-01,6,390.62
400092,B00172,PR0001,2026-08-25,4,180.34
400093,B00301,PR0016,2026-09-03,6,217.65
400094,B00160,PR0003,2026-01-22,1,59.17
400095,B00236,PR0004,2026-11-27,4,164.47
400096,B00316,PR0005,2026-12-02,1,63.09
400097,B00105,PR0016,2026-11-17,2,70.63
400098,B00426,PR0007,2026-04-12,3,168.73
400099,B00136,PR0006,2026-06-05,4,144.58
400100,B00175,PR0015,2026-05-13,1,15.07
400101,B00124,PR0009,2026-05-23,4,181.11
400102,B00347,PR0010,2026-01-23,1,69.89
400103,B00109,PR0005,2026-12-30,5,313.78
400104,B00016,PR0010,2026-12-10,2,139.75
400105,B00049,PR0009,2026-07-25,3,144.27
400106,B00193,PR0008,2026-02-26,1,59.22
400107,B00367,PR0001,2026-12-04,2,91.53
400108,B00237,PR0010,2026-07-07,3,208.78
400109,B00431,PR0016,2026-01-25,1,37.32
400110,B00355,PR0004,2026-10-20,2,82.6
400111,B00381,PR0008,2026-12-03,5,283.75
400112,B00426,PR0011,2026-02-18,2,123.63
400113,B00131,PR0011,2026-11-17,4,243.07
400114,B00127,PR0011,2026-04-17,2,123.99
400115,B00180,PR0006,2026-10-06,3,108.81
400116,B00203,PR0009,2026-09-22,5,238.31
400117,B00047,PR0006,2026-07-19,5,182.38
400118,B00079,PR0005,2026-07-29,2,120.13
400119,B00151,PR0011,2026-12-27,5,308.99
400120,B00290,PR0003,2026-09-29,2,118.42
400121,B00065,PR0006,2026-12-20,4,142.5
400122,B00311,PR0012,2026-05-25,4,297.79
400123,B00168,PR0006,2026-12-23,5,179.09
400124,B00012,PR0012,2026-05-02,3,222.08
400125,B00270,PR0004,2026-05-10,1,40.67
400126,B00374,PR0016,2026-02-26,5,183.15
400127,B00140,PR0006,2026-05-12,1,37.58
400128,B00107,PR0010,2026-03-22,1,70.06
400129,B00090,PR0011,2026-05-18,3,185.24
400130,B00036,PR0006,2026-10-17,3,110.77
400131,B00094,PR0008,2026-03-08,1,56.2
400132,B00327,PR0011,2026-10-15,5,309.63
400133,B00068,PR0015,2026-02-24,2,31.81
400134,B00013,PR0002,2026-04-22,5,276.91
400135,B00438,PR0016,2026-01-18,3,105.74
400136,B00276,PR0015,2026-03-04,3,45.4
400137,B00120,PR0003,2026-05-14,4,228.21
400138,B00327,PR0011,2026-02-22,6,366.18
400139,B00214,PR0002,2026-09-30,6,330.4
400140,B00216,PR0008,2026-03-01,5,286.2
400141,B00013,PR0012,2026-01-01,4,301.09
400142,B00124,PR0012,2026-03-01,3,222.62
400143,B00051,PR0012,2026-04-18,3,220.52
400144,B00153,PR0006,2026-06-18,3,105.82
400145,B00425,PR0010,2026-11-02,2,135.71
400146,B00334,PR0012,2026-10-19,3,210.83
400147,B00426,PR0008,2026-07-02,1,55.72
400148,B00414,PR0009,2026-08-15,6,281.21
400149,B00374,PR0008,2026-10-02,1,55.86
400150,B00176,PR0008,2026-07-05,1,57.55
400151,B00285,PR0009,2026-09-25,2,95.46
400152,B00151,PR0007,2026-04-18,1,57.83
400153,B00211,PR0008,2026-01-14,2,110.26
400154,B00132,PR0009,2026-06-20,2,93.59
400155,B00084,PR0010,2026-10-04,6,400.05
400156,B00162,PR0002,2026-08-07,3,172.48
400157,B00380,PR0006,2026-10-05,3,105.49
400158,B00171,PR0004,2026-01-28,6,250.39
400159,B00096,PR0009,2026-06-06,3,140.15
400160,B00186,PR0002,2026-03-29,5,291.66
400161,B00237,PR0016,2026-03-10,6,220.44
400162,B00326,PR0015,2026-04-14,6,95.97
400163,B00349,PR0008,2026-08-07,6,355.08
400164,B00424,PR0015,2026-01-02,2,31.01
400165,B00050,PR0009,2026-03-22,4,183.75
400166,B00410,PR0010,2026-12-06,6,420.04
400167,B00303,PR0012,2026-11-18,2,149.48
400168,B00157,PR0002,2026-04-05,4,233.9
400169,B00064,PR0016,2026-01-01,3,109.95
400170,B00060,PR0011,2026-07-06,4,253.06
400171,B00186,PR0001,2026-01-21,2,92.41
400172,B00426,PR0009,2026-03-03,3,137.42
400173,B00069,PR0005,2026-08-27,4,251.38
400174,B00339,PR0008,2026-10-27,6,351.74
400175,B00141,PR0015,2026-01-27,1,15.42
400176,B00408,PR0003,2026-09-17,1,56.25
400177,B00330,PR0002,2026-06-28,4,226.0
400178,B00382,PR0012,2026-04-28,6,437.43
400179,B00011,PR0004,2026-04-07,6,250.47
400180,B00097,PR0004,2026-04-08,3,125.77
400181,B00110,PR0003,2026-10-28,1,55.93
400182,B00202,PR0016,2026-03-04,1,37.32
400183,B00099,PR0009,2026-12-15,1,48.25
400184,B00360,PR0004,2026-06-09,1,40.91
400185,B00263,PR0006,2026-02-02,6,214.07
400186,B00025,PR0004,2026-05-19,1,41.85
400187,B00030,PR0010,2026-11-10,1,69.54
400188,B00173,PR0006,2026-04-05,1,37.61
400189,B00080,PR0016,2026-05-31,5,175.1
400190,B00297,PR0009,2026-11-02,6,281.68
400191,B00291,PR0005,2026-02-18,3,192.91
400192,B00198,PR0001,2026-04-13,6,289.5
400193,B00346,PR0009,2026-10-06,3,135.03
400194,B00378,PR0008,2026-02-09,5,287.06
400195,B00353,PR0003,2026-07-02,3,170.28
400196,B00118,PR0009,2026-09-17,4,183.54
400197,B00161,PR0002,2026-06-07,5,293.73
400198,B00053,PR0016,2026-12-04,3,106.2
400199,B00138,PR0010,2026-01-04,4,280.6
400200,B00042,PR0004,2026-09-18,1,41.97
400201,B00220,PR0012,2026-01-10,5,375.06
400202,B00287,PR0004,2026-04-13,4,168.52
400203,B00030,PR0003,2026-03-30,6,330.63
400204,B00052,PR0002,2026-07-17,4,226.96
400205,B00189,PR0008,2026-06-27,6,347.75
400206,B00279,PR0006,2026-01-04,5,187.12
400207,B00269,PR0005,2026-04-14,2,122.08
400208,B00255,PR0003,2026-09-19,2,115.94
400209,B00184,PR0016,2026-05-27,5,187.11
400210,B00060,PR0015,2026-06-24,4,64.6
400211,B00278,PR0010,2026-01-07,6,399.81
400212,B00149,PR0008,2026-09-06,4,236.06
400213,B00289,PR0005,2026-07-12,3,183.03
400214,B00048,PR0006,2026-04-24,4,148.13
400215,B00032,PR0001,2026-02-18,3,138.17
400216,B00165,PR0004,2026-02-10,5,203.6
400217,B00291,PR0008,2026-12-23,2,113.48
400218,B00383,PR0012,2026-07-02,4,287.2
400219,B00129,PR0007,2026-11-02,2,111.18
400220,B00364,PR0016,2026-10-10,3,105.58
400221,B00068,PR0004,2026-09-02,2,83.65
400222,B00279,PR0008,2026-09-04,6,348.49
400223,B00101,PR0004,2026-07-01,3,120.22
400224,B00054,PR0003,2026-03-12,2,114.88
400225,B00328,PR0005,2026-07-20,3,188.66
400226,B00312,PR0009,2026-04-30,6,284.24
400227,B00130,PR0006,2026-02-17,6,210.52
400228,B00287,PR0015,2026-03-26,2,31.45
400229,B00164,PR0016,2026-11-09,2,72.19
400230,B00164,PR0010,2026-11-16,6,417.0
400231,B00147,PR0005,2026-05-31,2,123.47
400232,B00129,PR0006,2026-07-08,3,110.03
400233,B00238,PR0009,2026-07-19,1,45.67
400234,B00416,PR0006,2026-05-28,6,223.39
400235,B00175,PR0009,2026-02-22,5,240.8
400236,B00337,PR0012,2026-02-15,5,377.12
400237,B00435,PR0012,2026-08-12,5,354.17
400238,B00098,PR0006,2026-02-19,5,178.76
400239,B00184,PR0016,2026-10-01,5,181.33
400240,B00370,PR0006,2026-01-15,4,150.41
400241,B00069,PR0003,2026-03-10,6,348.25
400242,B00191,PR0010,2026-02-16,5,328.74
400243,B00334,PR0003,2026-12-02,4,221.01
400244,B00235,PR0015,2026-09-02,3,47.22
400245,B00273,PR0016,2026-02-21,1,36.84
400246,B00258,PR0009,2026-04-25,5,231.11
400247,B00159,PR0003,2026-12-15,2,115.45
400248,B00066,PR0004,2026-07-20,2,85.47
400249,B00094,PR0012,2026-11-09,6,452.2
400250,B00033,PR0006,2026-02-21,5,179.57
400251,B00150,PR0004,2026-02-12,5,212.58
400252,B00005,PR0002,2026-04-01,4,232.35
400253,B00047,PR0002,2026-02-26,6,341.52
400254,B00063,PR0015,2026-04-22,3,48.15
400255,B00167,PR0015,2026-09-09,5,80.96
400256,B00206,PR0009,2026-06-20,2,90.9
400257,B00101,PR0011,2026-07-12,3,188.07
400258,B00055,PR0012,2026-04-14,4,284.84
400259,B00358,PR0011,2026-02-25,5,316.33
400260,B00191,PR0009,2026-10-26,2,90.72
400261,B00227,PR0003,2026-11-12,6,348.32
400262,B00313,PR0005,2026-09-29,6,384.57
400263,B00106,PR0007,2026-06-11,3,166.12
400264,B00028,PR0002,2026-12-06,4,230.84
400265,B00179,PR0016,2026-11-12,5,185.05
400266,B00126,PR0009,2026-11-15,4,185.81
400267,B00365,PR0008,2026-08-06,6,355.92
400268,B00205,PR0003,2026-04-29,2,114.99
400269,B00271,PR0007,2026-03-24,4,220.19
400270,B00023,PR0007,2026-09-01,2,114.36
400271,B00318,PR0012,2026-02-25,2,147.32
400272,B00053,PR0011,2026-09-23,3,187.21
400273,B00303,PR0005,2026-03-22,6,362.52
400274,B00084,PR0011,2026-11-28,1,63.27
400275,B00094,PR0008,2026-07-18,1,59.13
400276,B00257,PR0005,2026-11-06,5,302.92
400277,B00115,PR0016,2026-01-23,1,36.98
400278,B00316,PR0004,2026-01-26,1,42.25
400279,B00324,PR0011,2026-06-26,5,316.54
400280,B00298,PR0001,2026-07-04,1,48.22
400281,B00261,PR0004,2026-08-15,4,168.33
400282,B00090,PR0004,2026-05-12,2,80.68
400283,B00084,PR0012,2026-08-28,3,222.11
400284,B00048,PR0006,2026-11-08,6,220.34
400285,B00061,PR0011,2026-08-20,5,309.43
400286,B00015,PR0012,2026-05-09,1,71.22
400287,B00352,PR0008,2026-12-26,1,56.69
400288,B00416,PR0002,2026-09-20,2,117.13
400289,B00291,PR0007,2026-08-18,4,221.74
400290,B00047,PR0003,2026-07-26,6,345.35
400291,B00352,PR0009,2026-01-03,5,226.54
400292,B00269,PR0016,2026-08-04,5,186.05
400293,B00295,PR0009,2026-06-06,3,144.67
400294,B00053,PR0006,2026-09-22,1,35.16
400295,B00264,PR0007,2026-11-25,3,169.24
400296,B00030,PR0002,2026-04-18,1,55.89
400297,B00386,PR0004,2026-08-06,1,41.04
400298,B00228,PR0011,2026-07-09,6,384.17
400299,B00136,PR0012,2026-06-15,3,213.72
400300,B00322,PR0003,2026-09-28,4,230.72
400301,B00171,PR0011,2026-03-21,5,309.48
400302,B00160,PR0011,2026-04-04,4,252.42
400303,B00369,PR0006,2026-01-25,1,35.51
400304,B00241,PR0002,2026-04-10,4,223.65
400305,B00212,PR0003,2026-03-07,1,57.72
400306,B00017,PR0015,2026-06-28,3,47.48
400307,B00339,PR0010,2026-10-14,6,415.01
400308,B00277,PR0009,2026-10-01,3,137.12
400309,B00081,PR0007,2026-10-19,1,59.09
400310,B00149,PR0012,2026-06-12,2,147.37
400311,B00107,PR0012,2026-12-01,3,226.51
400312,B00425,PR0012,2026-10-11,6,426.37
400313,B00316,PR0009,2026-02-03,6,280.05
400314,B00426,PR0002,2026-06-04,6,348.71
400315,B00363,PR0015,2026-12-21,1,15.65
400316,B00349,PR0006,2026-03-19,1,37.13
400317,B00413,PR0008,2026-12-24,3,173.52
400318,B00191,PR0011,2026-11-30,4,252.18
400319,B00163,PR0004,2026-08-10,2,82.27
400320,B00360,PR0007,2026-03-01,5,285.75
400321,B00052,PR0010,2026-04-01,3,206.55
400322,B00074,PR0004,2026-05-23,2,83.18
400323,B00082,PR0008,2026-07-16,1,56.21
400324,B00060,PR0008,2026-09-07,1,59.34
400325,B00429,PR0006,2026-11-03,6,216.7
400326,B00075,PR0006,2026-02-09,6,222.03
400327,B00273,PR0012,2026-09-18,5,368.94
400328,B00236,PR0001,2026-04-15,1,46.84
400329,B00413,PR0011,2026-08-16,5,311.97
400330,B00210,PR0009,2026-04-10,2,90.13
400331,B00100,PR0007,2026-11-21,6,346.37
400332,B00066,PR0015,2026-12-09,6,91.7
400333,B00114,PR0002,2026-11-11,6,342.6
400334,B00168,PR0009,2026-01-15,4,189.24
400335,B00278,PR0002,2026-05-05,1,58.92
400336,B00319,PR0008,2026-12-09,4,229.7
400337,B00377,PR0001,2026-04-14,6,289.39
400338,B00105,PR0004,2026-04-14,4,167.85
400339,B00164,PR0004,2026-07-07,5,204.24
400340,B00136,PR0001,2026-05-28,2,92.14
400341,B00003,PR0001,2026-07-08,6,283.65
400342,B00013,PR0004,2026-09-30,2,80.92
400343,B00291,PR0010,2026-09-02,4,268.52
400344,B00358,PR0016,2026-09-18,1,36.7
400345,B00410,PR0006,2026-12-18,3,105.91
400346,B00080,PR0006,2026-04-28,2,70.78
400347,B00282,PR0009,2026-10-02,1,46.86
400348,B00224,PR0010,2026-03-15,5,349.1
400349,B00168,PR0001,2026-06-11,3,141.87
400350,B00227,PR0006,2026-01-23,5,185.55
400351,B00319,PR0007,2026-09-20,3,169.14
400352,B00115,PR0012,2026-05-14,2,145.63
400353,B00009,PR0009,2026-11-10,3,139.11
400354,B00084,PR0011,2026-02-04,1,64.26
400355,B00207,PR0016,2026-10-18,2,74.46
400356,B00089,PR0009,2026-07-23,2,94.48
400357,B00145,PR0011,2026-05-29,2,126.87
400358,B00275,PR0006,2026-04-20,6,215.71
400359,B00436,PR0006,2026-08-07,2,70.1
400360,B00177,PR0006,2026-02-09,2,73.39
400361,B00057,PR0003,2026-09-09,2,110.83
400362,B00149,PR0007,2026-04-28,4,227.98
400363,B00037,PR0011,2026-09-15,6,360.26
400364,B00013,PR0012,2026-05-14,4,284.06
400365,B00173,PR0012,2026-09-29,2,146.15
400366,B00032,PR0007,2026-03-04,6,354.86
400367,B00044,PR0001,2026-09-27,3,143.08
400368,B00064,PR0009,2026-07-17,2,96.66
400369,B00059,PR0009,2026-09-26,5,240.94
400370,B00231,PR0009,2026-04-30,2,94.13
400371,B00019,PR0006,2026-03-15,3,105.7
400372,B00087,PR0006,2026-05-02,6,216.33
400373,B00009,PR0005,2026-09-25,6,365.45
400374,B00041,PR0005,2026-07-18,2,120.21
400375,B00039,PR0008,2026-09-16,5,277.18
400376,B00246,PR0007,2026-03-19,2,116.4
400377,B00129,PR0005,2026-05-11,2,129.32
400378,B00362,PR0002,2026-08-07,1,55.16
400379,B00173,PR0015,2026-11-03,1,15.6
400380,B00016,PR0016,2026-01-29,1,36.35
400381,B00369,PR0011,2026-08-29,1,61.36
400382,B00349,PR0011,2026-06-10,5,311.27
400383,B00232,PR0010,2026-09-13,3,200.45
400384,B00224,PR0006,2026-04-28,3,108.68
400385,B00417,PR0004,2026-12-25,3,121.31
400386,B00107,PR0001,2026-07-14,6,279.3
400387,B00167,PR0012,2026-07-14,5,360.27
400388,B00427,PR0010,2026-02-02,3,209.62
400389,B00088,PR0012,2026-08-22,6,436.53
400390,B00284,PR0011,2026-07-03,6,372.71
400391,B00259,PR0003,2026-03-31,4,220.9
400392,B00034,PR0005,2026-09-15,4,247.61
400393,B00261,PR0006,2026-03-19,2,72.02
400394,B00127,PR0011,2026-10-12,2,128.51
400395,B00341,PR0007,2026-02-11,1,56.88
400396,B00187,PR0015,2026-09-21,3,46.17
400397,B00423,PR0012,2026-08-26,4,283.29
400398,B00308,PR0006,2026-03-10,5,186.75
400399,B00156,PR0012,2026-06-28,5,357.67
400400,B00275,PR0010,2026-12-09,6,417.62
400401,B00014,PR0009,2026-09-09,5,231.42
400402,B00383,PR0006,2026-01-03,6,214.79
400403,B00250,PR0012,2026-10-24,3,213.51
400404,B00375,PR0011,2026-12-08,1,62.99
400405,B00191,PR0009,2026-11-10,4,192.75
400406,B00094,PR0016,2026-12-29,2,74.97
400407,B00137,PR0005,2026-04-27,3,183.14
400408,B00108,PR0006,2026-04-12,2,73.65
400409,B00184,PR0003,2026-03-27,6,339.82
400410,B00245,PR0012,2026-02-05,5,350.8
400411,B00286,PR0015,2026-05-05,1,15.35
400412,B00300,PR0011,2026-10-31,3,192.1
400413,B00060,PR0015,2026-10-23,6,92.0
400414,B00422,PR0012,2026-09-03,3,218.91
400415,B00061,PR0004,2026-12-27,1,41.11
400416,B00043,PR0008,2026-06-17,3,173.03
400417,B00072,PR0015,2026-04-19,4,61.81
400418,B00106,PR0012,2026-11-12,4,289.43
400419,B00230,PR0015,2026-11-10,2,31.76
400420,B00067,PR0007,2026-06-01,4,229.54
400421,B00312,PR0011,2026-08-28,3,187.95
400422,B00249,PR0015,2026-05-03,6,90.29
400423,B00051,PR0009,2026-05-01,2,91.79
400424,B00288,PR0016,2026-09-05,3,107.69
400425,B00346,PR0002,2026-03-21,6,342.92
400426,B00238,PR0004,2026-01-30,6,240.72
400427,B00026,PR0010,2026-02-01,6,407.88
400428,B00203,PR0004,2026-12-15,1,42.56
400429,B00276,PR0011,2026-10-22,2,123.85
400430,B00218,PR0010,2026-08-06,2,137.76
400431,B00027,PR0003,2026-12-15,2,113.27
400432,B00225,PR0007,2026-02-26,5,293.75
400433,B00030,PR0006,2026-07-30,4,149.17
400434,B00198,PR0007,2026-09-06,1,56.95
400435,B00263,PR0006,2026-10-19,2,74.59
400436,B00266,PR0012,2026-10-28,1,73.87
400437,B00349,PR0002,2026-02-20,4,220.6
400438,B00166,PR0011,2026-04-10,6,384.51
400439,B00107,PR0011,2026-08-24,6,382.37
400440,B00155,PR0001,2026-11-14,4,181.89
400441,B00103,PR0003,2026-02-20,5,286.18
400442,B00016,PR0016,2026-08-26,1,36.47
400443,B00276,PR0001,2026-03-07,2,93.71
400444,B00349,PR0015,2026-11-23,1,16.16
400445,B00372,PR0006,2026-09-25,3,107.66
400446,B00358,PR0001,2026-06-06,4,184.04
400447,B00262,PR0004,2026-09-07,2,84.3
400448,B00071,PR0004,2026-05-14,4,162.03
400449,B00142,PR0016,2026-10-28,4,150.69
400450,B00278,PR0003,2026-12-16,5,289.71
400451,B00174,PR0009,2026-07-07,3,145.26
400452,B00114,PR0006,2026-10-10,2,72.25
400453,B00022,PR0010,2026-09-22,5,343.73
400454,B00063,PR0005,2026-06-16,4,246.29
400455,B00017,PR0015,2026-01-17,4,61.42
400456,B00209,PR0004,2026-05-30,1,41.02
400457,B00300,PR0012,2026-03-10,5,367.52
400458,B00313,PR0007,2026-08-20,5,279.88
400459,B00222,PR0010,2026-04-12,5,340.1
400460,B00143,PR0012,2026-11-15,6,421.12
400461,B00225,PR0004,2026-11-20,2,80.33
400462,B00264,PR0015,2026-06-16,1,15.46
400463,B00315,PR0001,2026-06-17,5,230.04
400464,B00068,PR0004,2026-05-28,5,201.4
400465,B00199,PR0001,2026-04-03,2,93.0
400466,B00224,PR0001,2026-09-10,2,94.38
400467,B00093,PR0001,2026-09-22,6,284.68
400468,B00311,PR0001,2026-01-14,3,136.14
400469,B00333,PR0003,2026-07-02,5,286.61
400470,B00140,PR0009,2026-09-29,6,286.81
400471,B00302,PR0012,2026-09-03,1,71.67
400472,B00161,PR0012,2026-01-28,2,142.57
400473,B00149,PR0008,2026-05-06,5,278.31
400474,B00295,PR0003,2026-02-21,5,287.15
400475,B00342,PR0011,2026-12-24,4,247.0
400476,B00199,PR0008,2026-02-28,6,336.87
400477,B00199,PR0004,2026-01-09,4,167.1
400478,B00354,PR0003,2026-10-24,3,165.39
400479,B00090,PR0012,2026-09-12,6,451.2
400480,B00436,PR0008,2026-10-07,5,279.33
400481,B00415,PR0008,2026-09-15,2,115.6
400482,B00113,PR0007,2026-05-29,4,229.29
400483,B00150,PR0005,2026-01-29,6,366.97
400484,B00162,PR0005,2026-08-09,5,304.78
400485,B00381,PR0002,2026-12-11,3,166.18
400486,B00322,PR0003,2026-12-23,2,113.17
400487,B00126,PR0002,2026-03-12,3,168.75
400488,B00262,PR0011,2026-04-11,1,62.8
400489,B00073,PR0002,2026-10-09,6,332.88
400490,B00080,PR0009,2026-10-13,5,242.95
400491,B00268,PR0006,2026-05-25,3,107.89
400492,B00298,PR0016,2026-05-08,1,35.5
400493,B00117,PR0006,2026-03-31,6,225.39
400494,B00356,PR0001,2026-07-11,6,290.67
400495,B00115,PR0001,2026-07-11,3,142.97
400496,B00215,PR0010,2026-11-18,4,268.26
400497,B00254,PR0005,2026-12-02,5,322.86
400498,B00167,PR0008,2026-06-28,6,348.01
400499,B00039,PR0005,2026-11-18,5,308.02
400500,B00056,PR0006,2026-10-18,5,187.26
400501,B00230,PR0012,2026-08-01,5,352.54
400502,B00410,PR0008,2026-04-09,4,231.66
400503,B00222,PR0003,2026-04-22,4,231.19
400504,B00034,PR0005,2026-03-18,1,63.67
400505,B00249,PR0010,2026-08-12,1,68.8
400506,B00070,PR0008,2026-03-10,5,282.67
400507,B00283,PR0005,2026-07-02,1,60.33
400508,B00064,PR0004,2026-04-25,3,121.41
400509,B00114,PR0003,2026-01-17,2,113.94
400510,B00114,PR0005,2026-05-24,4,248.47
400511,B00155,PR0011,2026-11-19,4,255.93
400512,B00194,PR0003,2026-05-07,6,337.55
400513,B00305,PR0009,2026-04-04,2,95.97
400514,B00162,PR0010,2026-06-30,2,139.88
400515,B00176,PR0015,2026-02-09,6,91.88
400516,B00261,PR0011,2026-08-15,3,183.17
400517,B00028,PR0002,2026-08-11,4,223.28
400518,B00387,PR0004,2026-03-20,4,161.18
400519,B00249,PR0010,2026-07-22,2,136.49
400520,B00110,PR0011,2026-06-01,2,122.63
400521,B00069,PR0010,2026-02-22,4,275.9
400522,B00238,PR0006,2026-06-05,5,177.97
400523,B00382,PR0012,2026-10-27,3,212.06
400524,B00082,PR0002,2026-07-25,1,57.52
400525,B00429,PR0012,2026-01-28,3,220.41
400526,B00433,PR0011,2026-08-29,6,360.8
400527,B00239,PR0015,2026-05-04,5,77.88
400528,B00096,PR0008,2026-09-03,1,55.21
400529,B00087,PR0006,2026-01-20,6,223.46
400530,B00183,PR0007,2026-01-19,3,173.96
400531,B00333,PR0008,2026-04-12,1,57.39
400532,B00357,PR0012,2026-01-09,5,373.45
400533,B00292,PR0016,2026-09-27,6,212.47
400534,B00152,PR0015,2026-09-20,4,61.18
400535,B00343,PR0003,2026-12-08,2,117.34
400536,B00361,PR0016,2026-04-24,3,108.56
400537,B00217,PR0005,2026-10-01,2,124.43
400538,B00382,PR0006,2026-06-14,3,109.49
400539,B00156,PR0001,2026-11-06,6,274.35
400540,B00384,PR0003,2026-07-29,6,330.54
400541,B00059,PR0007,2026-06-08,6,356.08
400542,B00332,PR0006,2026-03-10,3,107.78
400543,B00008,PR0011,2026-10-26,3,182.08
400544,B00087,PR0008,2026-10-11,6,344.94
400545,B00228,PR0005,2026-04-10,6,363.93
400546,B00433,PR0003,2026-06-10,5,289.14
400547,B00036,PR0009,2026-10-01,6,290.89
400548,B00301,PR0015,2026-12-15,2,31.58
400549,B00187,PR0011,2026-10-12,6,385.37
400550,B00248,PR0011,2026-07-15,6,386.07
400551,B00071,PR0002,2026-12-14,4,222.78
400552,B00007,PR0009,2026-01-09,4,191.97
400553,B00259,PR0006,2026-04-09,6,216.9
400554,B00106,PR0006,2026-09-27,6,223.0
400555,B00027,PR0003,2026-04-11,4,225.17
400556,B00050,PR0003,2026-06-17,6,349.82
400557,B00137,PR0012,2026-05-06,3,210.98
