ProfitLossID,BranchID,YearMonth,Revenue,COGS,OperatingExpense,NetProfit
30803,B00006,2028-05-01,9130866.68,5763143.24,1345525.75,2022197.69
30804,B00006,2028-06-01,6584055.3,4126978.02,591928.14,1865149.14
30805,B00006,2028-07-01,6202709.27,3519178.3,532704.88,2150826.09
30806,B00006,2028-08-01,7606491.56,4736430.6,644388.26,2225672.7
30807,B00006,2028-09-01,3163906.46,1761744.16,429500.7,972661.6
30808,B00006,2028-10-01,6232550.07,3588149.94,708775.99,1935624.14
30809,B00006,2028-11-01,8319621.1,5338850.46,879661.33,2101109.31
30810,B00006,2028-12-01,6448844.05,4162059.74,962526.34,1324257.97
30811,B00007,2028-01-01,2221054.53,1261519.33,313000.83,646534.37
30812,B00007,2028-02-01,7543750.94,4768675.81,778253.08,1996822.05
30813,B00007,2028-03-01,3119040.26,2058990.17,401660.92,658389.17
30814,B00007,2028-04-01,8583182.1,5487232.36,692262.64,2403687.1
30815,B00007,2028-05-01,8762309.2,5481356.34,920997.36,2359955.5
30816,B00007,2028-06-01,3169162.77,2098623.11,277172.88,793366.78
30817,B00007,2028-07-01,6379788.5,4328217.22,794286.01,1257285.27
30818,B00007,2028-08-01,1535917.61,919632.89,197598.73,418685.99
30819,B00007,2028-09-01,5070087.53,2899714.64,528403.28,1641969.61
30820,B00007,2028-10-01,8984856.11,5031201.07,908800.09,3044854.95
30821,B00007,2028-11-01,5776796.96,3628430.39,639598.95,1508767.62
30822,B00007,2028-12-01,4936829.06,3082815.71,526979.32,1327034.03
30823,B00008,2028-01-01,1869590.5,1132673.55,154980.73,581936.22
30824,B00008,2028-02-01,4116808.16,2370234.76,404981.55,1341591.85
30825,B00008,2028-03-01,6640445.72,4304093.16,645557.2,1690795.36
30826,B00008,2028-04-01,6949908.47,3764982.13,634955.74,2549970.6
30827,B00008,2028-05-01,8810105.98,5719077.28,956564.91,2134463.79
30828,B00008,2028-06-01,7779541.38,4754351.08,981312.59,2043877.71
30829,B00008,2028-07-01,4220321.18,2422437.38,532004.74,1265879.06
30830,B00008,2028-08-01,6884691.81,4004956.04,730537.77,2149198.0
30831,B00008,2028-09-01,2110466.73,1323430.95,200517.7,586518.08
30832,B00008,2028-10-01,8977122.39,5516146.15,1270511.72,2190464.52
30833,B00008,2028-11-01,5966905.82,3890311.52,488536.72,1588057.58
30834,B00008,2028-12-01,5384277.35,2948376.39,434255.82,2001645.14
30835,B00009,2028-01-01,2184101.39,1286262.05,188356.65,709482.69
30836,B00009,2028-02-01,6044229.04,3933243.67,787655.04,1323330.33
30837,B00009,2028-03-01,7498167.84,4050501.13,974463.7,2473203.01
30838,B00009,2028-04-01,8162655.11,4509539.59,807563.84,2845551.68
30839,B00009,2028-05-01,7573140.23,4900667.75,727692.63,1944779.85
30840,B00009,2028-06-01,6912306.93,3781809.79,731298.84,2399198.3
30841,B00009,2028-07-01,8212548.52,5530276.9,1076905.76,1605365.86
30842,B00009,2028-08-01,5867034.01,3222425.73,544604.46,2100003.82
30843,B00009,2028-09-01,2177331.95,1217230.48,200142.92,759958.55
30844,B00009,2028-10-01,2413349.96,1492732.91,322989.63,597627.42
30845,B00009,2028-11-01,3938777.96,2143162.06,530861.19,1264754.71
30846,B00009,2028-12-01,8142245.16,5011257.04,1058185.85,2072802.27
30847,B00010,2028-01-01,1448084.85,792772.57,164712.45,490599.83
30848,B00010,2028-02-01,2395411.7,1300021.96,278309.34,817080.4
30849,B00010,2028-03-01,1977107.51,1262021.66,241901.46,473184.39
30850,B00010,2028-04-01,1156738.54,762974.18,127771.43,265992.93
30851,B00010,2028-05-01,8155707.04,5430186.37,818198.6,1907322.07
30852,B00010,2028-06-01,2202343.33,1262861.11,235747.11,703735.11
30853,B00010,2028-07-01,1763364.06,1057869.06,142448.68,563046.32
30854,B00010,2028-08-01,2645260.9,1537201.15,342792.53,765267.22
30855,B00010,2028-09-01,1725492.19,1033778.86,169656.07,522057.26
30856,B00010,2028-10-01,5738072.86,3449993.53,681529.75,1606549.58
30857,B00010,2028-11-01,5866465.41,3763807.57,540879.95,1561777.89
30858,B00010,2028-12-01,6689852.96,4498730.29,644053.74,1547068.93
30859,B00011,2028-01-01,3766611.75,2345472.2,450453.2,970686.35
30860,B00011,2028-02-01,5801398.41,3597465.08,524473.85,1679459.48
30861,B00011,2028-03-01,3836108.45,2121769.27,517338.27,1197000.91
30862,B00011,2028-04-01,1537091.42,957456.78,200989.82,378644.82
30863,B00011,2028-05-01,5448808.41,3701414.03,773815.63,973578.75
30864,B00011,2028-06-01,5312174.59,3471259.04,710457.5,1130458.05
30865,B00011,2028-07-01,3434235.02,2068629.44,344194.49,1021411.09
30866,B00011,2028-08-01,8664693.38,5722228.91,806523.4,2135941.07
30867,B00011,2028-09-01,5573302.09,3375290.54,752633.44,1445378.11
30868,B00011,2028-10-01,8011979.66,4987224.51,1029582.66,1995172.49
30869,B00011,2028-11-01,7233301.86,4515985.9,752783.05,1964532.91
30870,B00011,2028-12-01,7513036.8,4885399.88,910593.39,1717043.53
30871,B00012,2028-01-01,7771337.63,5162679.09,1056445.76,1552212.78
30872,B00012,2028-02-01,6434202.4,3505383.42,735821.58,2192997.4
30873,B00012,2028-03-01,8095436.59,4992191.49,1164845.22,1938399.88
30874,B00012,2028-04-01,1462195.84,882822.72,180584.22,398788.9
30875,B00012,2028-05-01,6963508.31,4232408.03,575452.83,2155647.45
30876,B00012,2028-06-01,3285059.83,1801045.47,356833.59,1127180.77
30877,B00012,2028-07-01,6605226.42,4402037.74,609693.07,1593495.61
30878,B00012,2028-08-01,4418996.78,2833190.45,421992.47,1163813.86
30879,B00012,2028-09-01,4394924.92,2502937.24,525420.23,1366567.45
30880,B00012,2028-10-01,5527473.12,3123747.63,715125.4,1688600.09
30881,B00012,2028-11-01,6810953.37,3865174.36,862628.96,2083150.05
30882,B00012,2028-12-01,1512414.45,1007684.63,149574.47,355155.35
30883,B00013,2028-01-01,7865010.91,4792672.22,630027.12,2442311.57
30884,B00013,2028-02-01,2233093.04,1485264.48,282012.4,465816.16
30885,B00013,2028-03-01,5596203.04,3178608.14,449532.42,1968062.48
30886,B00013,2028-04-01,7885164.05,4625081.67,918256.27,2341826.11
30887,B00013,2028-05-01,7684513.35,4715866.34,1147517.94,1821129.07
30888,B00013,2028-06-01,7508640.66,4922767.25,984832.48,1601040.93
30889,B00013,2028-07-01,7882015.52,4506556.51,1126345.62,2249113.39
30890,B00013,2028-08-01,7849350.53,4680931.69,808993.02,2359425.82
30891,B00013,2028-09-01,7028481.26,4434458.51,953029.02,1640993.73
30892,B00013,2028-10-01,2348337.91,1476158.53,248653.53,623525.85
30893,B00013,2028-11-01,7497907.2,4408045.39,841731.41,2248130.4
30894,B00013,2028-12-01,3366003.7,1968162.7,370174.2,1027666.8
30895,B00014,2028-01-01,1790552.4,1021066.02,235881.83,533604.55
30896,B00014,2028-02-01,6747407.72,3713635.84,737977.3,2295794.58
30897,B00014,2028-03-01,2322321.46,1464313.87,322156.0,535851.59
30898,B00014,2028-04-01,2892103.97,1584978.65,370337.79,936787.53
30899,B00014,2028-05-01,3024377.97,1698912.1,276600.03,1048865.84
30900,B00014,2028-06-01,5335064.34,3621364.24,505343.97,1208356.13
30901,B00014,2028-07-01,2733306.36,1636801.32,261618.22,834886.82
30902,B00014,2028-08-01,7983042.78,4981761.72,774282.39,2226998.67
30903,B00014,2028-09-01,6298856.6,3521690.94,836985.8,1940179.86
30904,B00014,2028-10-01,5920648.97,3693278.76,664491.67,1562878.54
30905,B00014,2028-11-01,7958724.32,4390843.81,690353.41,2877527.1
30906,B00014,2028-12-01,2623678.46,1760569.82,331100.49,532008.15
30907,B00015,2028-01-01,8986695.76,5214802.31,1079523.49,2692369.96
30908,B00015,2028-02-01,7156407.33,4818207.51,750788.92,1587410.9
30909,B00015,2028-03-01,5756337.73,3260838.78,666274.35,1829224.6
30910,B00015,2028-04-01,2985913.2,1627996.87,400497.26,957419.07
30911,B00015,2028-05-01,9306464.82,5864727.53,1100592.58,2341144.71
30912,B00015,2028-06-01,4776410.73,2816503.19,648137.68,1311769.86
30913,B00015,2028-07-01,9016936.66,6001398.38,1099772.24,1915766.04
30914,B00015,2028-08-01,6148186.74,3803142.54,843574.18,1501470.02
30915,B00015,2028-09-01,7591518.28,4148518.92,897113.74,2545885.62
30916,B00015,2028-10-01,2155166.54,1197254.26,246440.64,711471.64
30917,B00015,2028-11-01,1297567.15,827220.71,156902.94,313443.5
30918,B00015,2028-12-01,1225987.23,796293.24,99831.19,329862.8
30919,B00016,2028-01-01,1805870.0,1070103.86,187926.41,547839.73
30920,B00016,2028-02-01,5944465.37,3512376.71,788960.41,1643128.25
30921,B00016,2028-03-01,3059870.12,2039724.24,429450.26,590695.62
30922,B00016,2028-04-01,3467101.59,2224939.85,422351.37,819810.37
30923,B00016,2028-05-01,2751238.7,1585628.94,310871.06,854738.7
30924,B00016,2028-06-01,2429814.24,1325106.67,345139.2,759568.37
30925,B00016,2028-07-01,5748699.56,3757607.13,721798.96,1269293.47
30926,B00016,2028-08-01,1155033.56,692661.93,94853.9,367517.73
30927,B00016,2028-09-01,7393863.44,4406399.85,822730.3,2164733.29
30928,B00016,2028-10-01,5821289.53,3930022.89,768836.68,1122429.96
30929,B00016,2028-11-01,7726593.18,5059768.4,774057.18,1892767.6
30930,B00016,2028-12-01,2086529.56,1377217.41,232598.94,476713.21
30931,B00017,2028-01-01,1412834.44,819788.69,134930.75,458115.0
30932,B00017,2028-02-01,8031307.84,4429972.86,1021663.19,2579671.79
30933,B00017,2028-03-01,5766581.49,3271790.21,529892.32,1964898.96
30934,B00017,2028-04-01,6347388.27,3989790.9,646424.63,1711172.74
30935,B00017,2028-05-01,8121044.69,5334833.88,811689.29,1974521.52
30936,B00017,2028-06-01,6365020.96,3702877.91,545824.36,2116318.69
30937,B00017,2028-07-01,3334144.56,2137476.34,430296.56,766371.66
30938,B00017,2028-08-01,2670331.87,1670225.78,270373.95,729732.14
30939,B00017,2028-09-01,2054170.4,1250291.02,208030.53,595848.85
30940,B00017,2028-10-01,7785825.71,4344567.99,850385.44,2590872.28
30941,B00017,2028-11-01,8018326.1,4758349.86,989306.78,2270669.46
30942,B00017,2028-12-01,3868635.72,2574803.24,469543.81,824288.67
30943,B00018,2028-01-01,6098171.87,3525587.78,860926.7,1711657.39
30944,B00018,2028-02-01,8135408.74,5218814.72,855754.85,2060839.17
30945,B00018,2028-03-01,2229984.5,1451750.71,260601.63,517632.16
30946,B00018,2028-04-01,5373361.25,3039561.79,703342.68,1630456.78
30947,B00018,2028-05-01,5593433.93,3106553.33,667967.47,1818913.13
30948,B00018,2028-06-01,8136033.65,4629508.55,931039.66,2575485.44
30949,B00018,2028-07-01,4871722.62,2732318.09,455632.43,1683772.1
30950,B00018,2028-08-01,4769650.58,3167741.22,507364.15,1094545.21
30951,B00018,2028-09-01,9354946.01,5373929.21,773332.48,3207684.32
30952,B00018,2028-10-01,2595897.34,1600017.47,376711.28,619168.59
30953,B00018,2028-11-01,6107733.43,4098857.34,676118.0,1332758.09
30954,B00018,2028-12-01,3379686.58,2234884.36,440347.24,704454.98
30955,B00019,2028-01-01,1246070.79,741777.29,156069.3,348224.2
30956,B00019,2028-02-01,4764779.8,2642934.77,640011.26,1481833.77
30957,B00019,2028-03-01,2536980.74,1601167.92,359644.91,576167.91
30958,B00019,2028-04-01,2566831.07,1561853.25,318617.03,686360.79
30959,B00019,2028-05-01,2142074.92,1300751.68,274868.03,566455.21
30960,B00019,2028-06-01,2758353.55,1764269.92,292740.52,701343.11
30961,B00019,2028-07-01,2637358.43,1451433.05,299366.76,886558.62
30962,B00019,2028-08-01,7848086.15,4635312.2,856634.26,2356139.69
30963,B00019,2028-09-01,4457879.8,2925703.33,434492.95,1097683.52
30964,B00019,2028-10-01,5914791.15,3942899.07,555095.95,1416796.13
30965,B00019,2028-11-01,5711801.46,3088426.96,600340.52,2023033.98
30966,B00019,2028-12-01,6474185.0,3554599.9,618998.71,2300586.39
30967,B00020,2028-01-01,6062112.76,3319034.95,639076.88,2104000.93
30968,B00020,2028-02-01,7162023.38,4394979.81,809995.14,1957048.43
30969,B00020,2028-03-01,8797082.46,5415122.7,711321.84,2670637.92
30970,B00020,2028-04-01,3179236.06,1809201.88,466415.25,903618.93
30971,B00020,2028-05-01,8957037.12,5730803.53,949583.63,2276649.96
30972,B00020,2028-06-01,3042307.85,2036589.73,387766.59,617951.53
30973,B00020,2028-07-01,8340592.05,5109812.59,1140617.44,2090162.02
30974,B00020,2028-08-01,6996534.87,3987410.31,685630.37,2323494.19
30975,B00020,2028-09-01,7252027.42,4023711.65,803555.04,2424760.73
30976,B00020,2028-10-01,5119774.51,3068010.07,416834.3,1634930.14
30977,B00020,2028-11-01,5950222.77,3261257.61,577468.86,2111496.3
30978,B00020,2028-12-01,5859938.22,3885778.83,729094.59,1245064.8
30979,B00021,2028-01-01,4813096.08,3100419.51,569168.42,1143508.15
30980,B00021,2028-02-01,7118039.32,3877184.51,586665.79,2654189.02
30981,B00021,2028-03-01,6074212.36,3281983.45,709152.0,2083076.91
30982,B00021,2028-04-01,2245176.06,1289635.52,180867.19,774673.35
30983,B00021,2028-05-01,7912429.39,4820756.82,701385.8,2390286.77
30984,B00021,2028-06-01,2269577.6,1320641.75,224825.79,724110.06
30985,B00021,2028-07-01,2924687.5,1784897.49,392827.15,746962.86
30986,B00021,2028-08-01,3788630.85,2439354.54,339440.58,1009835.73
30987,B00021,2028-09-01,5708926.69,3284077.51,836993.86,1587855.32
30988,B00021,2028-10-01,2491361.89,1428107.52,211568.13,851686.24
30989,B00021,2028-11-01,1351081.2,824052.04,139837.09,387192.07
30990,B00021,2028-12-01,4217834.4,2353538.37,393608.98,1470687.05
30991,B00022,2028-01-01,5241371.0,3288039.94,745719.7,1207611.36
30992,B00022,2028-02-01,4150686.01,2787998.12,583658.29,779029.6
30993,B00022,2028-03-01,3189085.05,1810267.44,307814.67,1071002.94
30994,B00022,2028-04-01,5644501.59,3800948.3,477895.75,1365657.54
30995,B00022,2028-05-01,5944856.05,3478793.14,549693.51,1916369.4
30996,B00022,2028-06-01,8194042.03,5412460.65,1129989.26,1651592.12
30997,B00022,2028-07-01,4408048.02,2797751.12,491621.27,1118675.63
30998,B00022,2028-08-01,9336272.95,6333613.48,1131815.23,1870844.24
30999,B00022,2028-09-01,8772897.12,5794556.46,870623.73,2107716.93
31000,B00022,2028-10-01,1667082.35,1033933.96,222669.24,410479.15
31001,B00022,2028-11-01,3011166.59,1811493.53,386135.11,813537.95
31002,B00022,2028-12-01,3244033.32,1907088.4,380411.93,956532.99
31003,B00023,2028-01-01,8603236.62,4775768.39,1081127.21,2746341.02
31004,B00023,2028-02-01,7194579.96,4285930.4,795934.84,2112714.72
31005,B00023,2028-03-01,4038072.12,2551592.99,468678.76,1017800.37
31006,B00023,2028-04-01,2967726.12,1697373.44,239212.58,1031140.1
31007,B00023,2028-05-01,7744517.26,5043437.06,1061999.59,1639080.61
31008,B00023,2028-06-01,4123317.34,2299830.75,506494.76,1316991.83
31009,B00023,2028-07-01,6023075.03,3798159.61,873318.15,1351597.27
31010,B00023,2028-08-01,2541567.8,1453902.51,231587.33,856077.96
31011,B00023,2028-09-01,4799391.0,3039986.2,667384.9,1092019.9
31012,B00023,2028-10-01,1764961.65,1145807.77,204425.09,414728.79
31013,B00023,2028-11-01,6476118.09,4077802.71,636420.98,1761894.4
31014,B00023,2028-12-01,2365604.87,1601785.7,225008.36,538810.81
31015,B00024,2028-01-01,2734415.81,1550258.44,322381.81,861775.56
31016,B00024,2028-02-01,5774704.34,3335534.35,609225.85,1829944.14
31017,B00024,2028-03-01,1255651.42,838784.59,134802.76,282064.07
31018,B00024,2028-04-01,2237592.47,1520172.56,261888.74,455531.17
31019,B00024,2028-05-01,7353155.59,4204076.53,1096681.3,2052397.76
31020,B00024,2028-06-01,6853152.52,3836730.95,588859.11,2427562.46
31021,B00024,2028-07-01,6977807.9,3864068.53,635441.25,2478298.12
31022,B00024,2028-08-01,7865027.15,4446525.08,737219.42,2681282.65
31023,B00024,2028-09-01,6478493.03,4203066.88,971082.99,1304343.16
31024,B00024,2028-10-01,6854857.3,4334407.25,968770.32,1551679.73
31025,B00024,2028-11-01,6715259.68,4017266.69,663753.91,2034239.08
31026,B00024,2028-12-01,1147624.91,774168.53,154021.49,219434.89
31027,B00025,2028-01-01,1879427.1,1226061.48,247657.64,405707.98
31028,B00025,2028-02-01,7265197.77,4331611.58,611820.28,2321765.91
31029,B00025,2028-03-01,3238184.86,1896248.77,338112.36,1003823.73
31030,B00025,2028-04-01,1277690.29,764780.09,169187.12,343723.08
31031,B00025,2028-05-01,7865372.59,4892017.7,813527.43,2159827.46
31032,B00025,2028-06-01,4340860.89,2742083.96,369274.36,1229502.57
31033,B00025,2028-07-01,2606522.82,1623623.69,337841.14,645057.99
31034,B00025,2028-08-01,1440308.99,850573.15,126238.48,463497.36
31035,B00025,2028-09-01,1135828.37,671754.81,152820.61,311252.95
31036,B00025,2028-10-01,6823857.58,3841146.25,599788.34,2382922.99
31037,B00025,2028-11-01,5832149.57,3904275.5,682335.22,1245538.85
31038,B00025,2028-12-01,5515967.18,3424588.92,687200.96,1404177.3
31039,B00026,2028-01-01,5894447.25,3241629.21,727044.57,1925773.47
31040,B00026,2028-02-01,5707181.92,3409350.23,662243.59,1635588.1
31041,B00026,2028-03-01,1990294.92,1135331.43,193085.45,661878.04
31042,B00026,2028-04-01,5733819.09,3380456.47,607594.01,1745768.61
31043,B00026,2028-05-01,7282059.04,4326413.47,1028529.41,1927116.16
31044,B00026,2028-06-01,7995418.07,5292598.1,1059652.1,1643167.87
31045,B00026,2028-07-01,6742112.1,4571992.55,971415.81,1198703.74
31046,B00026,2028-08-01,1227242.2,679153.93,135381.12,412707.15
31047,B00026,2028-09-01,7111297.05,4610460.38,665812.15,1835024.52
31048,B00026,2028-10-01,8350122.42,5548341.3,967877.92,1833903.2
31049,B00026,2028-11-01,1935574.53,1227905.25,222327.3,485341.98
31050,B00026,2028-12-01,5003455.08,2979767.71,714499.15,1309188.22
31051,B00027,2028-01-01,6377024.89,3650943.83,575538.59,2150542.47
31052,B00027,2028-02-01,2249029.43,1406143.56,286070.49,556815.38
31053,B00027,2028-03-01,1111160.23,721442.78,114062.43,275655.02
31054,B00027,2028-04-01,5229333.51,3116219.52,421402.92,1691711.07
31055,B00027,2028-05-01,3398835.99,1958708.37,393449.81,1046677.81
31056,B00027,2028-06-01,1708071.48,1095006.38,155612.07,457453.03
31057,B00027,2028-07-01,4461074.04,2620498.31,476004.44,1364571.29
31058,B00027,2028-08-01,5090632.78,2766510.29,491484.14,1832638.35
31059,B00027,2028-09-01,1410717.52,853880.45,199541.06,357296.01
31060,B00027,2028-10-01,7391021.06,4534876.47,827367.02,2028777.57
31061,B00027,2028-11-01,1222257.5,752933.99,174473.84,294849.67
31062,B00027,2028-12-01,6353028.73,4169337.26,841249.56,1342441.91
31063,B00028,2028-01-01,5520635.24,3370380.61,547161.48,1603093.15
31064,B00028,2028-02-01,8028669.8,4864618.81,1191786.44,1972264.55
31065,B00028,2028-03-01,4024775.55,2730825.9,397837.36,896112.29
31066,B00028,2028-04-01,7712177.67,4896911.95,1109116.28,1706149.44
31067,B00028,2028-05-01,4551236.98,3064772.96,601369.69,885094.33
31068,B00028,2028-06-01,8147887.03,5478500.74,902081.34,1767304.95
31069,B00028,2028-07-01,6012547.03,3958709.28,588958.71,1464879.04
31070,B00028,2028-08-01,6351163.06,3832169.06,573091.52,1945902.48
31071,B00028,2028-09-01,7969592.26,4790050.76,1092057.07,2087484.43
31072,B00028,2028-10-01,2217263.03,1410791.48,207481.84,598989.71
31073,B00028,2028-11-01,3554805.72,2125803.11,494699.54,934303.07
31074,B00028,2028-12-01,4105268.42,2385254.44,362833.95,1357180.03
31075,B00029,2028-01-01,2771137.2,1760012.18,221741.24,789383.78
31076,B00029,2028-02-01,6603674.08,3822178.84,605148.17,2176347.07
31077,B00029,2028-03-01,3132418.63,2100536.77,407909.18,623972.68
31078,B00029,2028-04-01,7291815.21,4552563.15,1012892.4,1726359.66
31079,B00029,2028-05-01,4376831.51,2846477.37,647436.01,882918.13
31080,B00029,2028-06-01,2417215.33,1580781.46,197733.65,638700.22
31081,B00029,2028-07-01,3705127.08,2069090.74,329278.76,1306757.58
31082,B00029,2028-08-01,3788286.01,2277136.83,332841.22,1178307.96
31083,B00029,2028-09-01,4467026.62,3009427.56,669650.97,787948.09
31084,B00029,2028-10-01,7533473.89,4344641.32,906464.35,2282368.22
31085,B00029,2028-11-01,7872002.06,5334486.44,1036641.71,1500873.91
31086,B00029,2028-12-01,6674801.4,4082946.39,612026.51,1979828.5
31087,B00030,2028-01-01,6356079.12,3465395.48,776690.48,2113993.16
31088,B00030,2028-02-01,4626736.28,2920233.02,533098.94,1173404.32
31089,B00030,2028-03-01,1467664.56,886481.86,163218.34,417964.36
31090,B00030,2028-04-01,6969978.13,4418457.55,652810.37,1898710.21
31091,B00030,2028-05-01,5243260.4,3490023.78,706074.5,1047162.12
31092,B00030,2028-06-01,7343362.88,4039421.09,616310.49,2687631.3
31093,B00030,2028-07-01,4192891.12,2732590.77,535043.72,925256.63
31094,B00030,2028-08-01,3554718.72,2362953.62,296140.51,895624.59
31095,B00030,2028-09-01,8021042.01,4554078.54,928511.15,2538452.32
31096,B00030,2028-10-01,3720311.22,2393273.78,358591.47,968445.97
31097,B00030,2028-11-01,1791073.36,1010149.61,214239.37,566684.38
31098,B00030,2028-12-01,6663339.93,4084868.57,843082.79,1735388.57
31099,B00031,2028-01-01,2277446.33,1470876.37,188218.42,618351.54
31100,B00031,2028-02-01,5150458.07,3248908.86,552019.16,1349530.05
31101,B00031,2028-03-01,3258058.14,1776537.22,311153.52,1170367.4
31102,B00031,2028-04-01,4582919.7,3023583.3,614538.72,944797.68
31103,B00031,2028-05-01,2105286.75,1220456.74,210541.58,674288.43
31104,B00031,2028-06-01,8062738.26,4713451.85,689909.84,2659376.57
31105,B00031,2028-07-01,8602911.67,5253887.96,1170277.39,2178746.32
31106,B00031,2028-08-01,7844123.05,4736342.39,772560.63,2335220.03
31107,B00031,2028-09-01,6585472.52,3952947.13,777017.85,1855507.54
31108,B00031,2028-10-01,6641809.8,3684418.1,829986.44,2127405.26
31109,B00031,2028-11-01,2402495.25,1567107.71,313822.94,521564.6
31110,B00031,2028-12-01,5750134.73,3630670.3,717571.63,1401892.8
31111,B00032,2028-01-01,8264205.41,4604595.12,1054433.1,2605177.19
31112,B00032,2028-02-01,6149254.77,3675165.65,595086.28,1879002.84
31113,B00032,2028-03-01,3793823.99,2226439.42,331165.29,1236219.28
31114,B00032,2028-04-01,7921521.93,5259098.67,705605.2,1956818.06
31115,B00032,2028-05-01,7115873.69,4612009.39,822237.36,1681626.94
31116,B00032,2028-06-01,6055550.07,4102695.74,725585.44,1227268.89
31117,B00032,2028-07-01,7955650.0,4325614.69,781038.8,2848996.51
