StoreSaleID,BranchID,ProductID,SaleDate,Quantity,Revenue
480043,B00279,PR0018,2027-08-10,7,210.0
480044,B00339,PR0019,2027-06-12,5,125.0
480045,B00417,PR0014,2027-03-24,7,175.0
480046,B00462,PR0018,2027-02-18,7,210.0
480047,B00214,PR0024,2027-04-29,3,285.0
480048,B00313,PR0025,2027-05-27,3,597.0
480049,B00009,PR0020,2027-08-05,5,75.0
480050,B00375,PR0026,2027-05-03,7,840.0
480051,B00012,PR0013,2027-04-03,3,30.0
480052,B00201,PR0022,2027-03-29,6,1080.0
480053,B00030,PR0018,2027-03-25,2,60.0
480054,B00009,PR0021,2027-11-15,6,240.0
480055,B00150,PR0013,2027-01-29,5,50.0
480056,B00276,PR0021,2027-11-18,7,280.0
480057,B00161,PR0020,2027-12-12,5,75.0
480058,B00368,PR0023,2027-09-13,9,675.0
480059,B00121,PR0019,2027-06-03,8,200.0
480060,B00269,PR0022,2027-12-16,8,1440.0
480061,B00449,PR0014,2027-10-06,6,150.0
480062,B00101,PR0019,2027-02-02,10,250.0
480063,B00377,PR0018,2027-12-15,1,30.0
480064,B00224,PR0021,2027-01-26,3,120.0
480065,B00139,PR0017,2027-01-19,8,160.0
480066,B00436,PR0018,2027-06-15,6,180.0
480067,B00219,PR0024,2027-01-10,4,380.0
480068,B00308,PR0019,2027-10-23,7,175.0
480069,B00345,PR0017,2027-12-24,5,100.0
480070,B00040,PR0013,2027-08-09,9,90.0
480071,B00451,PR0021,2027-07-26,8,320.0
480072,B00096,PR0023,2027-04-20,7,525.0
480073,B00081,PR0017,2027-08-23,7,140.0
480074,B00408,PR0014,2027-06-29,7,175.0
480075,B00460,PR0027,2027-07-02,1,25.0
480076,B00320,PR0013,2027-10-26,1,10.0
480077,B00082,PR0025,2027-11-01,7,1393.0
480078,B00087,PR0013,2027-11-24,1,10.0
480079,B00121,PR0017,2027-11-11,8,160.0
480080,B00060,PR0027,2027-01-05,9,225.0
480081,B00322,PR0019,2027-03-21,9,225.0
480082,B00305,PR0027,2027-11-05,1,25.0
480083,B00294,PR0020,2027-05-25,9,135.0
480084,B00199,PR0014,2027-04-20,1,25.0
480085,B00150,PR0022,2027-11-01,10,1800.0
480086,B00441,PR0013,2027-10-26,5,50.0
480087,B00182,PR0022,2027-11-09,9,1620.0
480088,B00194,PR0018,2027-07-10,2,60.0
480089,B00299,PR0019,2027-09-20,5,125.0
480090,B00436,PR0017,2027-07-31,3,60.0
480091,B00457,PR0027,2027-12-22,7,175.0
480092,B00015,PR0022,2027-10-13,5,900.0
480093,B00434,PR0021,2027-10-09,7,280.0
480094,B00335,PR0020,2027-02-18,3,45.0
480095,B00199,PR0017,2027-09-01,7,140.0
480096,B00240,PR0027,2027-10-11,10,250.0
480097,B00027,PR0021,2027-01-06,6,240.0
480098,B00457,PR0023,2027-03-13,2,150.0
480099,B00149,PR0013,2027-10-21,5,50.0
480100,B00348,PR0023,2027-01-31,1,75.0
480101,B00167,PR0026,2027-06-29,5,600.0
480102,B00080,PR0019,2027-10-20,1,25.0
480103,B00078,PR0017,2027-04-06,9,180.0
480104,B00103,PR0019,2027-07-03,3,75.0
480105,B00285,PR0027,2027-03-10,10,250.0
480106,B00270,PR0024,2027-10-27,8,760.0
480107,B00067,PR0017,2027-01-24,5,100.0
480108,B00113,PR0027,2027-04-22,9,225.0
480109,B00181,PR0017,2027-01-06,3,60.0
480110,B00409,PR0027,2027-08-22,7,175.0
480111,B00091,PR0027,2027-10-21,9,225.0
480112,B00047,PR0019,2027-10-16,7,175.0
480113,B00103,PR0026,2027-04-06,9,1080.0
480114,B00384,PR0023,2027-03-23,2,150.0
480115,B00337,PR0026,2027-04-08,2,240.0
480116,B00054,PR0018,2027-05-26,5,150.0
480117,B00163,PR0024,2027-02-16,2,190.0
480118,B00119,PR0026,2027-04-10,7,840.0
480119,B00318,PR0014,2027-10-11,5,125.0
480120,B00173,PR0014,2027-10-24,9,225.0
480121,B00098,PR0024,2027-09-27,4,380.0
480122,B00209,PR0013,2027-02-21,8,80.0
480123,B00198,PR0022,2027-04-28,1,180.0
480124,B00095,PR0027,2027-05-20,7,175.0
480125,B00328,PR0014,2027-08-15,10,250.0
480126,B00065,PR0013,2027-04-30,9,90.0
480127,B00140,PR0018,2027-02-24,8,240.0
480128,B00021,PR0025,2027-08-02,3,597.0
480129,B00214,PR0021,2027-06-08,5,200.0
480130,B00012,PR0023,2027-07-07,2,150.0
480131,B00101,PR0027,2027-09-18,1,25.0
480132,B00043,PR0025,2027-08-15,2,398.0
480133,B00446,PR0027,2027-12-30,1,25.0
480134,B00079,PR0013,2027-02-26,9,90.0
480135,B00298,PR0019,2027-01-17,6,150.0
480136,B00011,PR0017,2027-05-10,4,80.0
480137,B00442,PR0021,2027-03-28,2,80.0
480138,B00417,PR0013,2027-10-20,6,60.0
480139,B00197,PR0022,2027-08-02,5,900.0
480140,B00012,PR0027,2027-07-04,2,50.0
480141,B00282,PR0023,2027-01-11,5,375.0
480142,B00274,PR0013,2027-02-14,2,20.0
480143,B00112,PR0027,2027-10-11,10,250.0
480144,B00424,PR0014,2027-08-23,10,250.0
480145,B00200,PR0027,2027-02-03,4,100.0
480146,B00435,PR0021,2027-09-23,9,360.0
480147,B00067,PR0021,2027-09-11,1,40.0
480148,B00056,PR0019,2027-03-07,9,225.0
480149,B00175,PR0021,2027-02-01,4,160.0
480150,B00102,PR0014,2027-01-19,2,50.0
480151,B00191,PR0027,2027-10-26,8,200.0
480152,B00172,PR0021,2027-09-04,2,80.0
480153,B00240,PR0019,2027-08-13,9,225.0
480154,B00149,PR0014,2027-05-11,7,175.0
480155,B00052,PR0020,2027-10-21,8,120.0
480156,B00069,PR0014,2027-07-16,1,25.0
480157,B00012,PR0027,2027-07-13,1,25.0
480158,B00419,PR0027,2027-08-12,9,225.0
480159,B00151,PR0021,2027-05-29,8,320.0
480160,B00434,PR0013,2027-12-09,2,20.0
480161,B00365,PR0021,2027-05-01,2,80.0
480162,B00118,PR0023,2027-10-02,10,750.0
480163,B00118,PR0024,2027-12-24,4,380.0
480164,B00075,PR0026,2027-08-10,8,960.0
480165,B00141,PR0027,2027-11-14,6,150.0
480166,B00164,PR0018,2027-10-11,1,30.0
480167,B00112,PR0022,2027-03-16,9,1620.0
480168,B00203,PR0027,2027-06-04,8,200.0
480169,B00454,PR0025,2027-09-16,8,1592.0
480170,B00159,PR0024,2027-04-27,2,190.0
480171,B00411,PR0023,2027-01-16,5,375.0
480172,B00048,PR0019,2027-02-07,2,50.0
480173,B00172,PR0014,2027-07-11,4,100.0
480174,B00378,PR0026,2027-05-20,3,360.0
480175,B00108,PR0014,2027-05-16,3,75.0
480176,B00161,PR0013,2027-07-04,3,30.0
480177,B00191,PR0023,2027-01-30,10,750.0
480178,B00183,PR0021,2027-05-27,7,280.0
480179,B00240,PR0025,2027-04-22,10,1990.0
480180,B00046,PR0014,2027-08-24,4,100.0
480181,B00380,PR0021,2027-12-18,10,400.0
480182,B00210,PR0014,2027-02-10,7,175.0
480183,B00082,PR0014,2027-03-21,8,200.0
480184,B00173,PR0017,2027-02-15,1,20.0
480185,B00265,PR0020,2027-02-24,10,150.0
480186,B00198,PR0024,2027-02-04,6,570.0
480187,B00348,PR0019,2027-08-29,9,225.0
480188,B00213,PR0014,2027-05-15,7,175.0
480189,B00329,PR0022,2027-09-18,10,1800.0
480190,B00027,PR0021,2027-12-13,1,40.0
480191,B00013,PR0023,2027-03-24,9,675.0
480192,B00301,PR0020,2027-11-24,9,135.0
480193,B00228,PR0014,2027-08-24,5,125.0
480194,B00413,PR0021,2027-06-01,10,400.0
480195,B00028,PR0017,2027-11-25,8,160.0
480196,B00145,PR0018,2027-10-12,10,300.0
480197,B00264,PR0026,2027-01-13,9,1080.0
480198,B00094,PR0026,2027-02-04,3,360.0
480199,B00386,PR0025,2027-07-04,9,1791.0
480200,B00262,PR0018,2027-03-10,1,30.0
480201,B00430,PR0025,2027-07-04,2,398.0
480202,B00001,PR0018,2027-06-26,5,150.0
480203,B00153,PR0025,2027-12-28,6,1194.0
480204,B00169,PR0019,2027-07-24,4,100.0
480205,B00078,PR0024,2027-11-12,1,95.0
480206,B00075,PR0014,2027-06-30,9,225.0
480207,B00453,PR0025,2027-07-23,7,1393.0
480208,B00018,PR0023,2027-02-26,8,600.0
480209,B00066,PR0022,2027-11-08,2,360.0
480210,B00017,PR0020,2027-03-31,10,150.0
480211,B00422,PR0027,2027-06-13,5,125.0
480212,B00178,PR0022,2027-08-28,8,1440.0
480213,B00065,PR0027,2027-04-28,9,225.0
480214,B00120,PR0014,2027-08-09,3,75.0
480215,B00037,PR0017,2027-04-04,6,120.0
480216,B00100,PR0027,2027-11-10,10,250.0
480217,B00097,PR0017,2027-02-13,8,160.0
480218,B00282,PR0014,2027-02-22,2,50.0
480219,B00374,PR0023,2027-08-03,10,750.0
480220,B00447,PR0027,2027-10-11,10,250.0
480221,B00030,PR0017,2027-08-29,6,120.0
480222,B00323,PR0022,2027-12-19,8,1440.0
480223,B00065,PR0022,2027-03-12,1,180.0
480224,B00159,PR0020,2027-11-02,9,135.0
480225,B00456,PR0025,2027-02-07,3,597.0
480226,B00025,PR0013,2027-04-27,7,70.0
480227,B00126,PR0026,2027-09-18,4,480.0
480228,B00154,PR0021,2027-12-12,3,120.0
480229,B00433,PR0025,2027-08-23,2,398.0
480230,B00261,PR0019,2027-01-09,7,175.0
480231,B00246,PR0021,2027-02-03,8,320.0
480232,B00319,PR0027,2027-04-20,9,225.0
480233,B00282,PR0020,2027-09-05,4,60.0
480234,B00183,PR0025,2027-04-16,4,796.0
480235,B00169,PR0022,2027-03-07,4,720.0
480236,B00346,PR0024,2027-10-30,8,760.0
480237,B00148,PR0013,2027-08-24,8,80.0
480238,B00156,PR0025,2027-07-07,1,199.0
480239,B00021,PR0017,2027-12-29,5,100.0
480240,B00461,PR0018,2027-03-08,7,210.0
480241,B00463,PR0026,2027-03-15,2,240.0
480242,B00335,PR0019,2027-04-28,6,150.0
480243,B00336,PR0026,2027-09-16,6,720.0
480244,B00030,PR0021,2027-05-27,2,80.0
480245,B00142,PR0013,2027-01-09,6,60.0
480246,B00184,PR0021,2027-10-02,1,40.0
480247,B00080,PR0019,2027-09-05,4,100.0
480248,B00408,PR0025,2027-09-15,7,1393.0
480249,B00049,PR0025,2027-09-09,2,398.0
480250,B00351,PR0024,2027-04-06,1,95.0
480251,B00425,PR0019,2027-05-19,2,50.0
480252,B00328,PR0017,2027-01-25,6,120.0
480253,B00380,PR0021,2027-06-25,7,280.0
480254,B00279,PR0019,2027-02-11,6,150.0
480255,B00124,PR0018,2027-12-09,8,240.0
480256,B00125,PR0024,2027-11-03,4,380.0
480257,B00067,PR0025,2027-12-16,9,1791.0
480258,B00314,PR0026,2027-11-18,5,600.0
480259,B00372,PR0013,2027-02-06,8,80.0
480260,B00276,PR0020,2027-05-27,3,45.0
480261,B00147,PR0022,2027-09-01,8,1440.0
480262,B00072,PR0021,2027-11-30,4,160.0
480263,B00444,PR0018,2027-09-10,4,120.0
480264,B00354,PR0025,2027-09-16,6,1194.0
480265,B00121,PR0025,2027-11-28,4,796.0
480266,B00308,PR0013,2027-06-20,9,90.0
480267,B00309,PR0022,2027-03-23,4,720.0
480268,B00297,PR0014,2027-02-20,1,25.0
480269,B00218,PR0017,2027-03-23,8,160.0
480270,B00253,PR0027,2027-02-19,2,50.0
480271,B00310,PR0018,2027-01-08,7,210.0
480272,B00177,PR0014,2027-01-27,4,100.0
480273,B00235,PR0027,2027-11-29,10,250.0
480274,B00344,PR0014,2027-02-23,4,100.0
480275,B00189,PR0018,2027-05-24,2,60.0
480276,B00064,PR0022,2027-08-18,3,540.0
480277,B00303,PR0022,2027-04-05,1,180.0
480278,B00194,PR0017,2027-03-31,6,120.0
480279,B00104,PR0014,2027-09-27,8,200.0
480280,B00136,PR0019,2027-03-19,9,225.0
480281,B00129,PR0019,2027-08-17,4,100.0
480282,B00194,PR0020,2027-05-28,6,90.0
480283,B00307,PR0022,2027-08-25,1,180.0
480284,B00172,PR0023,2027-07-05,8,600.0
480285,B00063,PR0024,2027-11-11,1,95.0
480286,B00433,PR0013,2027-12-01,6,60.0
480287,B00462,PR0018,2027-11-25,8,240.0
480288,B00057,PR0024,2027-08-02,1,95.0
480289,B00343,PR0020,2027-08-13,5,75.0
480290,B00184,PR0019,2027-01-19,10,250.0
480291,B00262,PR0024,2027-01-30,9,855.0
480292,B00103,PR0026,2027-01-10,1,120.0
480293,B00305,PR0013,2027-06-10,5,50.0
480294,B00362,PR0013,2027-10-07,6,60.0
480295,B00440,PR0023,2027-11-15,8,600.0
480296,B00384,PR0026,2027-05-21,10,1200.0
480297,B00343,PR0013,2027-08-16,3,30.0
480298,B00033,PR0021,2027-06-22,1,40.0
480299,B00133,PR0014,2027-09-27,10,250.0
480300,B00147,PR0020,2027-11-08,8,120.0
480301,B00209,PR0021,2027-09-15,1,40.0
480302,B00163,PR0024,2027-01-22,8,760.0
480303,B00303,PR0014,2027-11-30,3,75.0
480304,B00138,PR0021,2027-09-23,5,200.0
480305,B00228,PR0026,2027-10-21,1,120.0
480306,B00234,PR0026,2027-03-10,8,960.0
480307,B00151,PR0023,2027-08-02,2,150.0
480308,B00427,PR0017,2027-06-01,4,80.0
480309,B00224,PR0019,2027-11-10,1,25.0
480310,B00317,PR0018,2027-02-20,7,210.0
480311,B00251,PR0024,2027-03-12,3,285.0
480312,B00460,PR0020,2027-11-03,5,75.0
480313,B00170,PR0025,2027-03-04,10,1990.0
480314,B00168,PR0017,2027-11-16,5,100.0
480315,B00016,PR0019,2027-11-06,7,175.0
480316,B00291,PR0025,2027-10-31,6,1194.0
480317,B00345,PR0026,2027-12-07,5,600.0
480318,B00363,PR0017,2027-01-24,2,40.0
480319,B00292,PR0014,2027-01-11,3,75.0
480320,B00241,PR0026,2027-09-05,3,360.0
480321,B00413,PR0019,2027-11-17,5,125.0
480322,B00234,PR0025,2027-07-30,1,199.0
480323,B00121,PR0018,2027-11-23,10,300.0
480324,B00211,PR0022,2027-11-10,7,1260.0
480325,B00358,PR0024,2027-10-06,5,475.0
480326,B00376,PR0014,2027-08-04,1,25.0
480327,B00157,PR0014,2027-09-24,9,225.0
480328,B00092,PR0027,2027-02-11,8,200.0
480329,B00029,PR0023,2027-10-19,1,75.0
480330,B00087,PR0021,2027-10-04,6,240.0
480331,B00064,PR0027,2027-03-07,6,150.0
480332,B00154,PR0013,2027-11-28,6,60.0
480333,B00162,PR0019,2027-11-11,1,25.0
480334,B00103,PR0023,2027-03-14,6,450.0
480335,B00254,PR0014,2027-10-05,7,175.0
480336,B00369,PR0022,2027-07-23,8,1440.0
480337,B00009,PR0018,2027-06-27,6,180.0
480338,B00327,PR0018,2027-01-06,7,210.0
480339,B00172,PR0019,2027-07-02,7,175.0
480340,B00434,PR0014,2027-03-31,7,175.0
480341,B00316,PR0019,2027-10-29,5,125.0
480342,B00019,PR0017,2027-12-08,4,80.0
480343,B00007,PR0019,2027-01-05,8,200.0
480344,B00208,PR0021,2027-06-08,6,240.0
480345,B00145,PR0018,2027-06-16,2,60.0
480346,B00026,PR0021,2027-04-21,9,360.0
480347,B00221,PR0024,2027-12-08,4,380.0
480348,B00181,PR0025,2027-05-12,7,1393.0
480349,B00194,PR0024,2027-11-15,7,665.0
480350,B00353,PR0020,2027-09-24,7,105.0
480351,B00142,PR0023,2027-03-03,9,675.0
480352,B00329,PR0022,2027-12-04,2,360.0
480353,B00351,PR0027,2027-10-18,6,150.0
480354,B00080,PR0020,2027-11-14,4,60.0
480355,B00173,PR0027,2027-09-03,10,250.0
480356,B00209,PR0025,2027-06-22,3,597.0
480357,B00093,PR0024,2027-11-11,6,570.0
480358,B00179,PR0023,2027-11-12,9,675.0
480359,B00067,PR0022,2027-11-27,3,540.0
480360,B00208,PR0025,2027-10-27,10,1990.0
480361,B00408,PR0018,2027-10-22,8,240.0
480362,B00033,PR0017,2027-05-29,4,80.0
480363,B00206,PR0017,2027-05-29,10,200.0
480364,B00111,PR0014,2027-07-14,2,50.0
480365,B00024,PR0013,2027-06-04,2,20.0
480366,B00309,PR0024,2027-11-12,1,95.0
480367,B00266,PR0018,2027-12-17,6,180.0
480368,B00310,PR0017,2027-10-05,10,200.0
480369,B00045,PR0022,2027-01-05,9,1620.0
480370,B00026,PR0023,2027-05-21,5,375.0
480371,B00177,PR0014,2027-05-07,5,125.0
480372,B00431,PR0021,2027-06-14,8,320.0
480373,B00329,PR0022,2027-08-03,9,1620.0
480374,B00066,PR0022,2027-09-30,6,1080.0
480375,B00177,PR0026,2027-06-15,7,840.0
480376,B00114,PR0027,2027-03-28,5,125.0
480377,B00076,PR0020,2027-04-13,4,60.0
480378,B00310,PR0020,2027-11-19,3,45.0
480379,B00006,PR0021,2027-03-17,7,280.0
480380,B00268,PR0024,2027-02-24,7,665.0
480381,B00455,PR0014,2027-12-22,9,225.0
480382,B00170,PR0018,2027-01-13,5,150.0
480383,B00332,PR0021,2027-10-01,3,120.0
480384,B00411,PR0025,2027-08-28,1,199.0
480385,B00181,PR0018,2027-05-03,2,60.0
480386,B00373,PR0018,2027-09-24,5,150.0
480387,B00185,PR0021,2027-06-13,8,320.0
480388,B00415,PR0026,2027-01-29,8,960.0
480389,B00215,PR0014,2027-07-22,4,100.0
480390,B00169,PR0025,2027-12-29,10,1990.0
480391,B00146,PR0014,2027-01-20,1,25.0
480392,B00383,PR0022,2027-01-20,10,1800.0
480393,B00331,PR0017,2027-08-03,2,40.0
480394,B00090,PR0017,2027-08-20,1,20.0
480395,B00136,PR0020,2027-06-08,1,15.0
480396,B00154,PR0018,2027-06-21,4,120.0
480397,B00039,PR0023,2027-05-25,10,750.0
480398,B00143,PR0021,2027-12-08,3,120.0
480399,B00331,PR0027,2027-07-10,4,100.0
480400,B00376,PR0024,2027-02-01,1,95.0
480401,B00118,PR0025,2027-03-02,5,995.0
480402,B00241,PR0017,2027-10-27,3,60.0
480403,B00445,PR0017,2027-10-10,4,80.0
480404,B00371,PR0023,2027-11-04,3,225.0
480405,B00313,PR0018,2027-04-14,9,270.0
480406,B00238,PR0024,2027-04-04,9,855.0
480407,B00027,PR0017,2027-10-22,9,180.0
480408,B00167,PR0025,2027-11-24,6,1194.0
480409,B00049,PR0024,2027-03-24,5,475.0
480410,B00270,PR0019,2027-10-24,3,75.0
480411,B00351,PR0025,2027-09-23,8,1592.0
480412,B00264,PR0013,2027-11-09,1,10.0
480413,B00020,PR0020,2027-04-15,6,90.0
480414,B00011,PR0025,2027-09-11,3,597.0
480415,B00102,PR0021,2027-07-01,9,360.0
480416,B00119,PR0022,2027-10-17,9,1620.0
480417,B00094,PR0022,2027-02-24,4,720.0
480418,B00089,PR0014,2027-10-16,8,200.0
480419,B00326,PR0022,2027-12-31,9,1620.0
480420,B00422,PR0023,2027-05-02,1,75.0
480421,B00127,PR0025,2027-09-10,5,995.0
480422,B00178,PR0014,2027-05-12,8,200.0
480423,B00212,PR0018,2027-11-25,8,240.0
480424,B00198,PR0024,2027-06-15,4,380.0
480425,B00327,PR0023,2027-10-30,8,600.0
480426,B00374,PR0020,2027-05-04,7,105.0
480427,B00362,PR0020,2027-01-02,2,30.0
480428,B00079,PR0019,2027-09-26,9,225.0
480429,B00046,PR0026,2027-04-03,3,360.0
480430,B00297,PR0013,2027-11-25,6,60.0
480431,B00386,PR0027,2027-03-14,3,75.0
480432,B00445,PR0013,2027-04-22,3,30.0
480433,B00005,PR0018,2027-12-20,4,120.0
480434,B00369,PR0019,2027-10-20,3,75.0
480435,B00286,PR0023,2027-08-27,4,300.0
480436,B00274,PR0023,2027-09-24,4,300.0
480437,B00420,PR0014,2027-07-15,1,25.0
480438,B00261,PR0019,2027-11-28,7,175.0
480439,B00144,PR0021,2027-07-09,9,360.0
480440,B00008,PR0022,2027-11-08,7,1260.0
480441,B00140,PR0027,2027-07-01,6,150.0
480442,B00155,PR0019,2027-12-23,4,100.0
480443,B00300,PR0014,2027-11-06,7,175.0
480444,B00176,PR0021,2027-10-22,4,160.0
480445,B00438,PR0020,2027-09-14,3,45.0
480446,B00351,PR0027,2027-11-01,2,50.0
480447,B00021,PR0020,2027-06-30,7,105.0
480448,B00183,PR0023,2027-09-10,9,675.0
480449,B00085,PR0026,2027-07-28,5,600.0
480450,B00414,PR0014,2027-07-18,9,225.0
480451,B00022,PR0023,2027-04-17,4,300.0
480452,B00082,PR0020,2027-09-12,7,105.0
480453,B00222,PR0017,2027-07-17,10,200.0
480454,B00171,PR0021,2027-07-10,6,240.0
480455,B00087,PR0019,2027-10-14,8,200.0
480456,B00188,PR0026,2027-06-08,2,240.0
480457,B00166,PR0027,2027-04-11,5,125.0
480458,B00161,PR0024,2027-01-02,6,570.0
480459,B00340,PR0014,2027-07-03,5,125.0
480460,B00239,PR0025,2027-03-19,3,597.0
480461,B00334,PR0022,2027-04-29,5,900.0
480462,B00289,PR0027,2027-06-12,8,200.0
480463,B00422,PR0025,2027-10-02,4,796.0
480464,B00152,PR0022,2027-02-17,8,1440.0
480465,B00296,PR0023,2027-02-17,4,300.0
480466,B00073,PR0027,2027-09-18,4,100.0
480467,B00380,PR0020,2027-09-12,5,75.0
480468,B00283,PR0021,2027-08-19,10,400.0
480469,B00079,PR0026,2027-12-22,9,1080.0
480470,B00125,PR0024,2027-08-04,9,855.0
480471,B00107,PR0025,2027-04-16,4,796.0
480472,B00170,PR0017,2027-09-01,8,160.0
480473,B00069,PR0014,2027-03-06,4,100.0
480474,B00124,PR0020,2027-12-13,3,45.0
480475,B00132,PR0020,2027-09-24,10,150.0
480476,B00222,PR0018,2027-02-14,10,300.0
480477,B00211,PR0017,2027-08-18,8,160.0
480478,B00415,PR0027,2027-05-17,9,225.0
480479,B00452,PR0027,2027-11-17,8,200.0
480480,B00250,PR0026,2027-08-19,3,360.0
480481,B00020,PR0026,2027-10-10,5,600.0
480482,B00050,PR0017,2027-11-28,6,120.0
480483,B00233,PR0021,2027-09-04,7,280.0
480484,B00038,PR0023,2027-01-28,10,750.0
480485,B00288,PR0023,2027-03-23,7,525.0
480486,B00035,PR0017,2027-11-15,3,60.0
480487,B00096,PR0018,2027-08-01,3,90.0
480488,B00455,PR0018,2027-10-16,7,210.0
480489,B00337,PR0020,2027-08-26,1,15.0
480490,B00248,PR0024,2027-05-12,4,380.0
480491,B00227,PR0020,2027-09-22,4,60.0
480492,B00383,PR0023,2027-02-13,4,300.0
480493,B00175,PR0021,2027-01-22,3,120.0
480494,B00196,PR0023,2027-09-24,4,300.0
480495,B00347,PR0014,2027-03-27,7,175.0
480496,B00163,PR0026,2027-05-02,7,840.0
480497,B00072,PR0013,2027-06-30,5,50.0
480498,B00017,PR0024,2027-03-13,1,95.0
480499,B00102,PR0014,2027-03-02,10,250.0
480500,B00205,PR0023,2027-05-16,8,600.0
480501,B00175,PR0018,2027-08-07,1,30.0
480502,B00136,PR0020,2027-09-06,7,105.0
480503,B00074,PR0014,2027-08-18,10,250.0
480504,B00064,PR0024,2027-01-20,10,950.0
480505,B00452,PR0025,2027-06-06,9,1791.0
480506,B00197,PR0023,2027-01-18,2,150.0
480507,B00254,PR0024,2027-06-21,3,285.0
480508,B00229,PR0014,2027-04-07,5,125.0
480509,B00040,PR0013,2027-11-12,9,90.0
480510,B00160,PR0025,2027-07-01,9,1791.0
480511,B00269,PR0017,2027-02-06,9,180.0
480512,B00353,PR0023,2027-07-24,8,600.0
480513,B00246,PR0027,2027-07-13,2,50.0
480514,B00214,PR0014,2027-10-16,4,100.0
480515,B00076,PR0023,2027-09-22,8,600.0
480516,B00141,PR0014,2027-09-17,3,75.0
480517,B00148,PR0018,2027-02-26,6,180.0
480518,B00328,PR0014,2027-01-19,10,250.0
480519,B00083,PR0020,2027-07-08,1,15.0
480520,B00431,PR0013,2027-07-17,4,40.0
480521,B00106,PR0020,2027-09-06,10,150.0
480522,B00323,PR0014,2027-03-06,9,225.0
480523,B00043,PR0017,2027-05-28,4,80.0
480524,B00361,PR0025,2027-08-12,8,1592.0
480525,B00077,PR0020,2027-02-12,9,135.0
480526,B00356,PR0019,2027-10-26,4,100.0
480527,B00319,PR0026,2027-02-11,4,480.0
480528,B00099,PR0025,2027-04-27,9,1791.0
480529,B00181,PR0026,2027-10-27,7,840.0
480530,B00230,PR0021,2027-04-02,9,360.0
480531,B00170,PR0014,2027-05-22,1,25.0
480532,B00363,PR0017,2027-02-14,3,60.0
480533,B00264,PR0025,2027-11-01,4,796.0
480534,B00343,PR0026,2027-05-11,5,600.0
480535,B00145,PR0021,2027-01-01,4,160.0
480536,B00212,PR0014,2027-08-16,3,75.0
480537,B00223,PR0022,2027-01-18,2,360.0
480538,B00310,PR0014,2027-06-19,7,175.0
480539,B00223,PR0020,2027-12-01,8,120.0
480540,B00360,PR0021,2027-11-24,5,200.0
480541,B00357,PR0018,2027-07-25,9,270.0
480542,B00214,PR0019,2027-07-09,6,150.0
480543,B00324,PR0019,2027-05-23,7,175.0
480544,B00463,PR0018,2027-04-17,7,210.0
480545,B00213,PR0022,2027-02-24,7,1260.0
480546,B00052,PR0026,2027-11-15,9,1080.0
480547,B00433,PR0022,2027-05-21,1,180.0
480548,B00145,PR0024,2027-10-29,2,190.0
480549,B00121,PR0027,2027-08-12,1,25.0
480550,B00219,PR0020,2027-03-20,7,105.0
480551,B00169,PR0019,2027-10-11,2,50.0
480552,B00142,PR0024,2027-01-18,4,380.0
480553,B00010,PR0014,2027-01-22,4,100.0
480554,B00456,PR0018,2027-01-20,8,240.0
480555,B00165,PR0017,2027-01-18,4,80.0
