ProfitLossID,BranchID,YearMonth,Revenue,COGS,OperatingExpense,NetProfit
25452,B00003,2027-06-01,2579647.98,1630023.96,367083.65,582540.37
25453,B00003,2027-07-01,4431755.58,2686679.66,492991.25,1252084.67
25454,B00003,2027-08-01,5664694.27,3809905.29,518053.0,1336735.98
25455,B00003,2027-09-01,3208711.09,2045150.9,300964.21,862595.98
25456,B00003,2027-10-01,8827070.0,5621980.34,1244924.75,1960164.91
25457,B00003,2027-11-01,3061592.05,1745057.81,375721.33,940812.91
25458,B00003,2027-12-01,7788515.01,4709048.65,669412.8,2410053.56
25459,B00004,2027-01-01,1106752.77,635508.45,115166.81,356077.51
25460,B00004,2027-02-01,7358884.19,4193303.31,887578.99,2278001.89
25461,B00004,2027-03-01,4773084.91,2893732.88,412461.52,1466890.51
25462,B00004,2027-04-01,3299307.25,1964312.44,277041.29,1057953.52
25463,B00004,2027-05-01,2203645.3,1279486.71,183452.44,740706.15
25464,B00004,2027-06-01,7253519.23,4301437.17,1002916.56,1949165.5
25465,B00004,2027-07-01,4677126.15,3170568.93,499595.74,1006961.48
25466,B00004,2027-08-01,6583637.6,4229754.01,916564.5,1437319.09
25467,B00004,2027-09-01,5221612.97,3162856.85,669200.72,1389555.4
25468,B00004,2027-10-01,3247909.58,2005548.82,359004.59,883356.17
25469,B00004,2027-11-01,4428772.74,2507962.96,520168.63,1400641.15
25470,B00004,2027-12-01,2945935.7,1950148.4,256702.21,739085.09
25471,B00005,2027-01-01,5125584.99,2798249.87,608573.13,1718761.99
25472,B00005,2027-02-01,7527612.75,4447315.57,1077397.87,2002899.31
25473,B00005,2027-03-01,8223527.68,5176837.43,702412.03,2344278.22
25474,B00005,2027-04-01,5400602.23,3477587.29,453567.74,1469447.2
25475,B00005,2027-05-01,5287124.91,2962438.1,748427.22,1576259.59
25476,B00005,2027-06-01,3378398.34,1992593.32,472694.58,913110.44
25477,B00005,2027-07-01,3249997.27,1976317.5,335335.21,938344.56
25478,B00005,2027-08-01,3718062.06,2487609.82,425663.86,804788.38
25479,B00005,2027-09-01,5558494.55,3251507.52,791790.62,1515196.41
25480,B00005,2027-10-01,8560684.26,5625275.33,1230331.93,1705077.0
25481,B00005,2027-11-01,3272440.31,1910774.72,404580.07,957085.52
25482,B00005,2027-12-01,1763838.68,1174924.91,146685.21,442228.56
25483,B00006,2027-01-01,1577767.86,885157.37,133340.3,559270.19
25484,B00006,2027-02-01,9229587.38,5563062.28,1040573.33,2625951.77
25485,B00006,2027-03-01,7446092.8,4513154.76,1019291.1,1913646.94
25486,B00006,2027-04-01,6238483.7,4123115.74,561279.44,1554088.52
25487,B00006,2027-05-01,5604992.46,3623945.38,823524.6,1157522.48
25488,B00006,2027-06-01,8125144.57,5211778.51,1023828.99,1889537.07
25489,B00006,2027-07-01,1633498.71,1012563.06,229055.28,391880.37
25490,B00006,2027-08-01,2852009.22,1665557.88,376655.97,809795.37
25491,B00006,2027-09-01,2768035.9,1529318.26,275574.45,963143.19
25492,B00006,2027-10-01,8079527.56,5005098.38,937131.44,2137297.74
25493,B00006,2027-11-01,2987440.72,1661388.91,376498.49,949553.32
25494,B00006,2027-12-01,8128733.01,5204257.72,790757.99,2133717.3
25495,B00007,2027-01-01,4476631.11,2735895.76,531565.47,1209169.88
25496,B00007,2027-02-01,7424113.07,4547710.13,910666.41,1965736.53
25497,B00007,2027-03-01,7529856.16,4529967.22,661467.64,2338421.3
25498,B00007,2027-04-01,4086920.51,2405294.9,459817.47,1221808.14
25499,B00007,2027-05-01,7597538.17,4620540.03,865910.45,2111087.69
25500,B00007,2027-06-01,2174661.22,1292862.19,274819.13,606979.9
25501,B00007,2027-07-01,3207599.09,1973485.94,392765.06,841348.09
25502,B00007,2027-08-01,6852289.05,4176621.2,838464.02,1837203.83
25503,B00007,2027-09-01,1138583.45,673849.62,124754.82,339979.01
25504,B00007,2027-10-01,3400397.08,2225006.37,381913.32,793477.39
25505,B00007,2027-11-01,2651843.14,1760064.33,339157.19,552621.62
25506,B00007,2027-12-01,2737443.26,1717832.58,236529.61,783081.07
25507,B00008,2027-01-01,2628980.71,1709561.33,385819.63,533599.75
25508,B00008,2027-02-01,2140762.04,1274195.66,192418.82,674147.56
25509,B00008,2027-03-01,1675459.62,924533.1,140109.94,610816.58
25510,B00008,2027-04-01,7311769.67,4271319.78,1011810.64,2028639.25
25511,B00008,2027-05-01,4651553.88,2570761.53,665545.3,1415247.05
25512,B00008,2027-06-01,4992226.37,2744588.15,553169.95,1694468.27
25513,B00008,2027-07-01,5092293.91,3310197.86,595071.39,1187024.66
25514,B00008,2027-08-01,2264124.39,1392697.2,189051.23,682375.96
25515,B00008,2027-09-01,6710894.94,4044877.13,594215.32,2071802.49
25516,B00008,2027-10-01,6411810.64,3982026.51,925876.92,1503907.21
25517,B00008,2027-11-01,5778259.48,3342610.22,748184.44,1687464.82
25518,B00008,2027-12-01,4417210.73,2824973.86,574239.64,1017997.23
25519,B00009,2027-01-01,1625270.28,1082579.91,240944.18,301746.19
25520,B00009,2027-02-01,4497616.01,2960481.63,520542.94,1016591.44
25521,B00009,2027-03-01,2533860.7,1472671.74,289139.25,772049.71
25522,B00009,2027-04-01,6725102.76,4396359.75,1004033.54,1324709.47
25523,B00009,2027-05-01,8435549.98,5587858.5,895782.4,1951909.08
25524,B00009,2027-06-01,7644521.97,4706145.99,1071721.29,1866654.69
25525,B00009,2027-07-01,7321850.26,4435430.97,1047813.67,1838605.62
25526,B00009,2027-08-01,5628826.75,3771842.91,777936.42,1079047.42
25527,B00009,2027-09-01,6343177.84,3589732.07,863005.75,1890440.02
25528,B00009,2027-10-01,5419272.42,2963231.11,675909.09,1780132.22
25529,B00009,2027-11-01,6517079.78,3971827.7,560945.83,1984306.25
25530,B00009,2027-12-01,7171340.25,4323307.43,1022095.44,1825937.38
25531,B00010,2027-01-01,2116085.69,1241072.18,229981.65,645031.86
25532,B00010,2027-02-01,5726724.07,3265419.94,821405.68,1639898.45
25533,B00010,2027-03-01,6944510.87,4168551.7,1024370.5,1751588.67
25534,B00010,2027-04-01,9482481.24,6108547.11,929434.25,2444499.88
25535,B00010,2027-05-01,9082447.66,5293514.06,934117.65,2854815.95
25536,B00010,2027-06-01,9591033.88,5899307.4,1396587.77,2295138.71
25537,B00010,2027-07-01,1787887.59,1048487.32,236782.57,502617.7
25538,B00010,2027-08-01,4261047.53,2513577.99,611626.6,1135842.94
25539,B00010,2027-09-01,2468334.82,1629297.05,248853.51,590184.26
25540,B00010,2027-10-01,5085094.05,2837888.27,462885.6,1784320.18
25541,B00010,2027-11-01,8109836.62,5002332.41,1048810.75,2058693.46
25542,B00010,2027-12-01,1525439.98,988210.56,132268.64,404960.78
25543,B00011,2027-01-01,8783698.6,5313966.26,1072252.22,2397480.12
25544,B00011,2027-02-01,4092425.74,2432156.32,609127.46,1051141.96
25545,B00011,2027-03-01,1609617.38,878688.33,130111.99,600817.06
25546,B00011,2027-04-01,8117096.06,4579121.35,685429.46,2852545.25
25547,B00011,2027-05-01,5534172.63,3353497.34,655530.11,1525145.18
25548,B00011,2027-06-01,7779640.57,4409397.42,667248.02,2702995.13
25549,B00011,2027-07-01,6586188.97,4030400.17,789142.62,1766646.18
25550,B00011,2027-08-01,6432362.9,4128753.19,789402.32,1514207.39
25551,B00011,2027-09-01,3664469.65,2391432.77,451087.25,821949.63
25552,B00011,2027-10-01,9106631.65,5112033.0,1031988.22,2962610.43
25553,B00011,2027-11-01,5651331.27,3495279.11,691541.77,1464510.39
25554,B00011,2027-12-01,8562331.38,5751546.8,975169.65,1835614.93
25555,B00012,2027-01-01,6300906.04,3549743.41,791020.87,1960141.76
25556,B00012,2027-02-01,3126395.4,2033600.06,426569.76,666225.58
25557,B00012,2027-03-01,3500804.09,2274173.99,395824.29,830805.81
25558,B00012,2027-04-01,4448781.78,2823302.36,360490.96,1264988.46
25559,B00012,2027-05-01,7022439.69,3849319.47,941487.2,2231633.02
25560,B00012,2027-06-01,5992799.84,4007050.5,865771.29,1119978.05
25561,B00012,2027-07-01,6677117.31,3949329.28,850945.98,1876842.05
25562,B00012,2027-08-01,6492419.17,4197489.58,936373.78,1358555.81
25563,B00012,2027-09-01,2036912.33,1235471.32,208962.79,592478.22
25564,B00012,2027-10-01,3779589.47,2532714.02,476203.17,770672.28
25565,B00012,2027-11-01,8037439.48,4432492.38,718047.02,2886900.08
25566,B00012,2027-12-01,6770011.82,4513465.87,618443.32,1638102.63
25567,B00013,2027-01-01,8079410.01,5330429.03,1110259.4,1638721.58
25568,B00013,2027-02-01,3879806.59,2342015.87,529000.35,1008790.37
25569,B00013,2027-03-01,4449871.29,3017669.99,577096.91,855104.39
25570,B00013,2027-04-01,7245712.18,4098263.84,909275.93,2238172.41
25571,B00013,2027-05-01,7419426.99,4558466.1,651021.14,2209939.75
25572,B00013,2027-06-01,1163381.99,761631.7,162111.77,239638.52
25573,B00013,2027-07-01,1773122.23,991848.78,249183.27,532090.18
25574,B00013,2027-08-01,7731621.53,4384287.24,1086004.47,2261329.82
25575,B00013,2027-09-01,7289800.6,4653641.98,702650.15,1933508.47
25576,B00013,2027-10-01,3160010.64,1776300.76,450356.89,933352.99
25577,B00013,2027-11-01,1643510.36,1061181.67,144998.38,437330.31
25578,B00013,2027-12-01,9006524.73,4944354.26,776837.42,3285333.05
25579,B00014,2027-01-01,7562930.9,4951945.88,1129163.6,1481821.42
25580,B00014,2027-02-01,3279788.78,2220042.05,454373.34,605373.39
25581,B00014,2027-03-01,3113344.07,1786745.94,292807.82,1033790.31
25582,B00014,2027-04-01,7354734.31,4522416.74,811652.27,2020665.3
25583,B00014,2027-05-01,7800616.85,4690316.27,728175.44,2382125.14
25584,B00014,2027-06-01,7442220.75,4769379.06,926102.91,1746738.78
25585,B00014,2027-07-01,2515299.03,1614255.88,347098.4,553944.75
25586,B00014,2027-08-01,7614088.27,4872604.43,1137985.01,1603498.83
25587,B00014,2027-09-01,2443896.06,1599328.21,241239.76,603328.09
25588,B00014,2027-10-01,6738413.57,4445982.37,564251.2,1728180.0
25589,B00014,2027-11-01,3663930.31,2053286.24,325617.48,1285026.59
25590,B00014,2027-12-01,7908548.12,4324702.86,1122685.51,2461159.75
25591,B00015,2027-01-01,2897629.76,1658222.99,232745.94,1006660.83
25592,B00015,2027-02-01,3517576.66,2059996.15,481063.41,976517.1
25593,B00015,2027-03-01,3458951.15,2334479.89,497079.77,627391.49
25594,B00015,2027-04-01,6117232.16,3598272.8,687089.61,1831869.75
25595,B00015,2027-05-01,6026265.37,3458895.53,707671.62,1859698.22
25596,B00015,2027-06-01,2699502.02,1790776.07,393755.08,514970.87
25597,B00015,2027-07-01,2683645.01,1712765.78,355754.69,615124.54
25598,B00015,2027-08-01,2716593.54,1768588.23,315414.17,632591.14
25599,B00015,2027-09-01,4884073.0,2845273.83,507776.63,1531022.54
25600,B00015,2027-10-01,4297234.15,2684187.31,570349.41,1042697.43
25601,B00015,2027-11-01,5113699.35,3176888.45,617781.31,1319029.59
25602,B00015,2027-12-01,3879617.24,2531379.53,318921.09,1029316.62
25603,B00016,2027-01-01,1444073.25,800292.28,215395.56,428385.41
25604,B00016,2027-02-01,2282594.9,1524824.45,284452.26,473318.19
25605,B00016,2027-03-01,5220294.19,2890579.13,508389.38,1821325.68
25606,B00016,2027-04-01,8109373.97,5053233.69,1022484.05,2033656.23
25607,B00016,2027-05-01,3514869.01,2168086.73,512958.66,833823.62
25608,B00016,2027-06-01,3162855.97,1931317.06,436843.73,794695.18
25609,B00016,2027-07-01,5691955.47,3244146.96,660146.96,1787661.55
25610,B00016,2027-08-01,6786338.18,3720858.7,853648.08,2211831.4
25611,B00016,2027-09-01,4817580.54,3215189.8,704228.67,898162.07
25612,B00016,2027-10-01,1474533.36,967471.98,214753.2,292308.18
25613,B00016,2027-11-01,7574252.94,4497724.47,860457.63,2216070.84
25614,B00016,2027-12-01,4476023.84,2491867.9,506909.22,1477246.72
25615,B00017,2027-01-01,6414351.99,4170534.0,918756.65,1325061.34
25616,B00017,2027-02-01,7557511.98,4783474.16,1006640.03,1767397.79
25617,B00017,2027-03-01,6789429.66,3722192.19,880526.11,2186711.36
25618,B00017,2027-04-01,5711377.72,3210356.91,482315.16,2018705.65
25619,B00017,2027-05-01,1383151.24,886097.45,188619.02,308434.77
25620,B00017,2027-06-01,3692409.66,2387307.28,304188.47,1000913.91
25621,B00017,2027-07-01,5022752.87,2977429.11,460222.95,1585100.81
25622,B00017,2027-08-01,8783264.17,4890465.34,1001257.12,2891541.71
25623,B00017,2027-09-01,6145217.35,3399191.1,527267.46,2218758.79
25624,B00017,2027-10-01,3513166.84,1902496.53,444321.63,1166348.68
25625,B00017,2027-11-01,3311271.14,1848896.99,279114.4,1183259.75
25626,B00017,2027-12-01,7549744.68,4981732.7,1017453.6,1550558.38
25627,B00018,2027-01-01,6164806.44,4179806.08,656952.61,1328047.75
25628,B00018,2027-02-01,4246884.64,2650427.92,620839.79,975616.93
25629,B00018,2027-03-01,3445876.98,2052323.9,415921.01,977632.07
25630,B00018,2027-04-01,3610107.36,2415138.97,342120.92,852847.47
25631,B00018,2027-05-01,2833660.73,1690894.44,328542.25,814224.04
25632,B00018,2027-06-01,4956940.58,3071281.8,682915.73,1202743.05
25633,B00018,2027-07-01,3361105.35,2137718.1,311384.86,912002.39
25634,B00018,2027-08-01,6629841.59,3966160.1,942326.61,1721354.88
25635,B00018,2027-09-01,3789868.37,2207096.36,456458.62,1126313.39
25636,B00018,2027-10-01,7352685.84,4594736.8,734954.51,2022994.53
25637,B00018,2027-11-01,7183092.21,4139340.18,728578.87,2315173.16
25638,B00018,2027-12-01,6803359.39,3945194.15,921853.71,1936311.53
25639,B00019,2027-01-01,8403569.92,5294881.73,1094992.6,2013695.59
25640,B00019,2027-02-01,8023866.0,4803166.9,679650.41,2541048.69
25641,B00019,2027-03-01,1249959.56,833395.37,135207.32,281356.87
25642,B00019,2027-04-01,5655211.88,3839953.39,490396.28,1324862.21
25643,B00019,2027-05-01,2508504.16,1427578.19,219703.81,861222.16
25644,B00019,2027-06-01,1956665.09,1274848.75,250657.17,431159.17
25645,B00019,2027-07-01,1585413.99,930056.1,233560.8,421797.09
25646,B00019,2027-08-01,2062729.54,1400839.17,189942.58,471947.79
25647,B00019,2027-09-01,4603044.99,2833135.71,488946.32,1280962.96
25648,B00019,2027-10-01,5082935.93,3125111.14,451745.99,1506078.8
25649,B00019,2027-11-01,7558829.21,5091583.34,641478.65,1825767.22
25650,B00019,2027-12-01,4771022.3,2584829.68,535928.41,1650264.21
25651,B00020,2027-01-01,7520387.29,4740138.62,1010296.64,1769952.03
25652,B00020,2027-02-01,4809881.62,3164097.04,482994.1,1162790.48
25653,B00020,2027-03-01,3112998.31,1704639.84,270056.62,1138301.85
25654,B00020,2027-04-01,8584255.18,4664339.49,902084.09,3017831.6
25655,B00020,2027-05-01,1413906.68,829689.29,122651.45,461565.94
25656,B00020,2027-06-01,5060756.08,3011342.07,483935.91,1565478.1
25657,B00020,2027-07-01,1172839.51,794207.69,151548.1,227083.72
25658,B00020,2027-08-01,1872081.54,1063081.38,213033.3,595966.86
25659,B00020,2027-09-01,6987972.25,3863392.61,648656.14,2475923.5
25660,B00020,2027-10-01,3216267.16,1908772.51,284288.17,1023206.48
25661,B00020,2027-11-01,1247546.1,842937.05,140887.67,263721.38
25662,B00020,2027-12-01,6415788.12,3977746.29,581628.76,1856413.07
25663,B00021,2027-01-01,3535597.71,2226260.19,525666.66,783670.86
25664,B00021,2027-02-01,3324486.32,1905110.79,429766.9,989608.63
25665,B00021,2027-03-01,1878361.3,1055178.75,210524.44,612658.11
25666,B00021,2027-04-01,2642633.91,1455530.4,336014.9,851088.61
25667,B00021,2027-05-01,7876192.66,5259437.93,1109840.88,1506913.85
25668,B00021,2027-06-01,1231653.41,722770.15,127710.25,381173.01
25669,B00021,2027-07-01,2177433.48,1372484.88,241789.69,563158.91
25670,B00021,2027-08-01,6001061.99,3803423.76,825562.04,1372076.19
25671,B00021,2027-09-01,7385908.57,4660631.37,605676.66,2119600.54
25672,B00021,2027-10-01,3433275.04,1891626.52,472989.11,1068659.41
25673,B00021,2027-11-01,7748386.52,4690476.72,834382.81,2223526.99
25674,B00021,2027-12-01,3838249.81,2519650.33,420059.78,898539.7
25675,B00022,2027-01-01,4374122.1,2550162.4,479868.69,1344091.01
25676,B00022,2027-02-01,7383143.72,4836040.07,861219.05,1685884.6
25677,B00022,2027-03-01,2861815.74,1806778.89,379835.93,675200.92
25678,B00022,2027-04-01,2532745.03,1619455.79,242819.56,670469.68
25679,B00022,2027-05-01,2674471.73,1611080.63,250320.82,813070.28
25680,B00022,2027-06-01,2430699.07,1604666.45,236417.32,589615.3
25681,B00022,2027-07-01,2552540.38,1707041.73,336880.26,508618.39
25682,B00022,2027-08-01,5247870.2,3387754.7,774535.79,1085579.71
25683,B00022,2027-09-01,1929390.53,1238956.51,161357.52,529076.5
25684,B00022,2027-10-01,1200787.85,729751.05,106597.6,364439.2
25685,B00022,2027-11-01,5570795.21,3541601.75,529722.16,1499471.3
25686,B00022,2027-12-01,1658479.24,981187.04,244877.53,432414.67
25687,B00023,2027-01-01,7079693.33,4128883.41,1014634.74,1936175.18
25688,B00023,2027-02-01,3528372.87,2185199.41,503202.04,839971.42
25689,B00023,2027-03-01,5839555.91,3384021.3,831032.68,1624501.93
25690,B00023,2027-04-01,4563253.22,2809261.01,491410.01,1262582.2
25691,B00023,2027-05-01,5371778.05,3195611.95,756144.89,1420021.21
25692,B00023,2027-06-01,5567016.18,3262826.27,539138.72,1765051.19
25693,B00023,2027-07-01,5136734.56,3132786.66,711987.02,1291960.88
25694,B00023,2027-08-01,1515223.25,892462.64,219025.85,403734.76
25695,B00023,2027-09-01,4810517.22,3176806.08,706776.08,926935.06
25696,B00023,2027-10-01,8635641.55,4762197.38,840418.53,3033025.64
25697,B00023,2027-11-01,1641645.96,945489.39,135787.31,560369.26
25698,B00023,2027-12-01,4171318.87,2597534.59,439555.03,1134229.25
25699,B00024,2027-01-01,2605145.74,1656083.9,234546.04,714515.8
25700,B00024,2027-02-01,7626162.45,4362187.82,616847.07,2647127.56
25701,B00024,2027-03-01,6252243.4,3645514.5,809828.12,1796900.78
25702,B00024,2027-04-01,4108890.88,2440899.91,413790.27,1254200.7
25703,B00024,2027-05-01,8134374.73,4693875.41,760420.78,2680078.54
25704,B00024,2027-06-01,7547142.5,4594576.84,784941.37,2167624.29
25705,B00024,2027-07-01,3758591.85,2187151.83,537551.71,1033888.31
25706,B00024,2027-08-01,3299494.39,1961990.77,447363.4,890140.22
25707,B00024,2027-09-01,2023344.52,1177861.19,271183.92,574299.41
25708,B00024,2027-10-01,5359774.57,3259769.48,719144.53,1380860.56
25709,B00024,2027-11-01,3733457.55,2474434.3,435709.26,823313.99
25710,B00024,2027-12-01,7678035.88,4878565.19,934851.96,1864618.73
25711,B00025,2027-01-01,6744590.72,3646104.87,695919.4,2402566.45
25712,B00025,2027-02-01,9029126.57,5159019.18,1117297.3,2752810.09
25713,B00025,2027-03-01,9476122.4,5314607.07,987094.67,3174420.66
25714,B00025,2027-04-01,2786976.37,1882316.74,297953.66,606705.97
25715,B00025,2027-05-01,2851905.23,1627178.58,338516.7,886209.95
25716,B00025,2027-06-01,8999316.28,5205892.28,1089925.4,2703498.6
25717,B00025,2027-07-01,8562363.88,5549024.58,1155584.72,1857754.58
25718,B00025,2027-08-01,7416641.37,4149745.91,749743.61,2517151.85
25719,B00025,2027-09-01,3737262.58,2211380.84,494112.37,1031769.37
25720,B00025,2027-10-01,5619160.4,3339658.46,560539.47,1718962.47
25721,B00025,2027-11-01,8012402.77,5353383.6,1176421.18,1482597.99
25722,B00025,2027-12-01,4084440.56,2418526.17,588392.89,1077521.5
25723,B00026,2027-01-01,7793780.92,4645238.57,855989.08,2292553.27
25724,B00026,2027-02-01,7888830.75,4925514.95,930752.91,2032562.89
25725,B00026,2027-03-01,7235296.62,4915743.72,617095.44,1702457.46
25726,B00026,2027-04-01,8225012.76,5464682.29,922527.77,1837802.7
25727,B00026,2027-05-01,1728394.46,1071171.45,179673.11,477549.9
25728,B00026,2027-06-01,1626871.24,1105764.16,135662.71,385444.37
25729,B00026,2027-07-01,7045687.49,4477453.58,849329.03,1718904.88
25730,B00026,2027-08-01,1351111.07,850589.67,154723.0,345798.4
25731,B00026,2027-09-01,1204638.52,781937.1,119932.77,302768.65
25732,B00026,2027-10-01,4136444.89,2294518.68,549503.33,1292422.88
25733,B00026,2027-11-01,3779694.4,2450531.15,417472.49,911690.76
25734,B00026,2027-12-01,6382764.29,3844530.67,733534.54,1804699.08
25735,B00027,2027-01-01,6164338.24,3975894.34,625300.7,1563143.2
25736,B00027,2027-02-01,8148464.15,5437269.43,675856.73,2035337.99
25737,B00027,2027-03-01,7963532.37,4504146.61,1039140.37,2420245.39
25738,B00027,2027-04-01,6716619.8,4079875.78,558790.07,2077953.95
25739,B00027,2027-05-01,6781667.59,3745458.82,573651.74,2462557.03
25740,B00027,2027-06-01,1635625.97,1023525.18,212161.0,399939.79
25741,B00027,2027-07-01,7908168.27,5358215.95,854794.59,1695157.73
25742,B00027,2027-08-01,8146685.23,4978769.18,1203858.14,1964057.91
25743,B00027,2027-09-01,5744055.14,3905006.04,819671.79,1019377.31
25744,B00027,2027-10-01,6013798.82,3298668.04,743115.99,1972014.79
25745,B00027,2027-11-01,5921282.89,3335922.81,511792.15,2073567.93
25746,B00027,2027-12-01,7139456.74,3911693.65,839985.25,2387777.84
25747,B00028,2027-01-01,5044154.35,3414637.15,411261.99,1218255.21
25748,B00028,2027-02-01,2909114.75,1798311.49,281406.66,829396.6
25749,B00028,2027-03-01,7771071.12,4413175.65,981145.85,2376749.62
25750,B00028,2027-04-01,3313677.66,2232826.79,417619.64,663231.23
25751,B00028,2027-05-01,6232384.92,4193076.67,630448.3,1408859.95
25752,B00028,2027-06-01,1028195.74,658196.89,90322.1,279676.75
25753,B00028,2027-07-01,4743731.04,3171662.26,389707.88,1182360.9
25754,B00028,2027-08-01,3953271.93,2659971.01,578772.16,714528.76
25755,B00028,2027-09-01,2615511.11,1445147.38,319928.93,850434.8
25756,B00028,2027-10-01,3308795.11,1970283.04,343032.77,995479.3
25757,B00028,2027-11-01,4523013.32,2556826.17,439847.23,1526339.92
25758,B00028,2027-12-01,5906205.11,3608680.64,844765.88,1452758.59
25759,B00029,2027-01-01,1161792.46,771241.16,150765.77,239785.53
25760,B00029,2027-02-01,8114184.42,4997117.69,1066584.85,2050481.88
25761,B00029,2027-03-01,6401819.96,3963429.52,620208.32,1818182.12
25762,B00029,2027-04-01,3717010.02,2456578.49,553254.26,707177.27
25763,B00029,2027-05-01,2144596.19,1224133.84,319301.87,601160.48
25764,B00029,2027-06-01,2796205.71,1833820.86,321330.27,641054.58
25765,B00029,2027-07-01,6836863.45,3882563.07,733059.73,2221240.65
25766,B00029,2027-08-01,3169550.04,1966288.36,463073.99,740187.69
25767,B00029,2027-09-01,6506795.2,4170777.63,792740.02,1543277.55
25768,B00029,2027-10-01,3826096.5,2475861.07,397669.44,952565.99
25769,B00029,2027-11-01,1642899.21,935266.53,241216.08,466416.6
25770,B00029,2027-12-01,4946147.12,3004565.33,397763.34,1543818.45
25771,B00030,2027-01-01,7746611.32,4274650.35,753574.74,2718386.23
25772,B00030,2027-02-01,5097965.37,3424204.67,633857.73,1039902.97
25773,B00030,2027-03-01,2895438.56,1698251.45,346956.44,850230.67
25774,B00030,2027-04-01,4833647.67,3209412.89,489821.98,1134412.8
25775,B00030,2027-05-01,5622239.1,3647497.77,499553.86,1475187.47
25776,B00030,2027-06-01,2176926.66,1184599.13,309514.6,682812.93
25777,B00030,2027-07-01,4246615.88,2322498.71,418254.07,1505863.1
25778,B00030,2027-08-01,9116939.52,6010875.29,1289398.22,1816666.01
25779,B00030,2027-09-01,1559488.49,961447.28,142485.68,455555.53
25780,B00030,2027-10-01,8034755.78,5429724.35,670268.95,1934762.48
25781,B00030,2027-11-01,7876072.75,5283419.83,780942.94,1811709.98
25782,B00030,2027-12-01,9136118.41,5371008.96,795966.38,2969143.07
25783,B00031,2027-01-01,7183152.82,4172183.92,876349.94,2134618.96
25784,B00031,2027-02-01,4731212.55,2699612.24,536349.63,1495250.68
25785,B00031,2027-03-01,8739657.89,5005722.73,1017139.34,2716795.82
25786,B00031,2027-04-01,4185490.22,2361739.88,438675.25,1385075.09
25787,B00031,2027-05-01,2858236.22,1574010.35,316258.51,967967.36
25788,B00031,2027-06-01,5846997.66,3222490.37,722355.05,1902152.24
25789,B00031,2027-07-01,6733234.66,4294499.67,834299.31,1604435.68
25790,B00031,2027-08-01,2816499.27,1622945.65,258190.06,935363.56
25791,B00031,2027-09-01,2628934.48,1550405.46,375345.01,703184.01
25792,B00031,2027-10-01,5820603.8,3882197.7,485498.04,1452908.06
25793,B00031,2027-11-01,2866105.78,1699046.83,252649.13,914409.82
25794,B00031,2027-12-01,1638554.26,1038915.43,173092.52,426546.31
25795,B00032,2027-01-01,2836120.55,1834746.83,301424.32,699949.4
25796,B00032,2027-02-01,2665414.91,1559982.82,316681.72,788750.37
25797,B00032,2027-03-01,4801727.41,2973219.42,499243.3,1329264.69
25798,B00032,2027-04-01,1758667.78,1049900.34,199600.23,509167.21
25799,B00032,2027-05-01,4303146.24,2582208.17,370360.14,1350577.93
25800,B00032,2027-06-01,1812222.73,1149578.25,231445.53,431198.95
25801,B00032,2027-07-01,2968166.8,1713341.36,290745.0,964080.44
